strategy,model,style,sample_id,language,pred,hit,similarities
S1,xlmr,zero-shot,YOR1240,Yoruba,D,1,"[0.9933714270591736, 0.9932373762130737, 0.9930366277694702, 0.9938613772392273]"
S1,xlmr,zero-shot,YOR3981,Yoruba,B,0,"[0.9914273619651794, 0.9934061765670776, 0.9921399354934692, 0.9924905896186829]"
S1,xlmr,zero-shot,YOR1407,Yoruba,D,0,"[0.9940565228462219, 0.9936286211013794, 0.9926637411117554, 0.9944941401481628]"
S1,xlmr,zero-shot,YOR2410,Yoruba,D,0,"[0.9919677376747131, 0.9900994896888733, 0.9921478033065796, 0.9921966791152954]"
S1,xlmr,zero-shot,YOR1521,Yoruba,A,0,"[0.9935794472694397, 0.9922016263008118, 0.9921960234642029, 0.9925686120986938]"
S1,xlmr,zero-shot,YOR3426,Yoruba,C,0,"[0.9912567734718323, 0.991380512714386, 0.9922236800193787, 0.9915006756782532]"
S1,xlmr,zero-shot,YOR1130,Yoruba,A,0,"[0.9933855533599854, 0.9926844239234924, 0.9909498691558838, 0.9923760890960693]"
S1,xlmr,zero-shot,YOR0370,Yoruba,C,1,"[0.9910667538642883, 0.9904497265815735, 0.9928802251815796, 0.9909462332725525]"
S1,xlmr,zero-shot,YOR2447,Yoruba,D,1,"[0.9927492141723633, 0.9917929172515869, 0.9920040369033813, 0.9938121438026428]"
S1,xlmr,zero-shot,YOR0938,Yoruba,B,0,"[0.9916003346443176, 0.9921029806137085, 0.9917142987251282, 0.9911320805549622]"
S1,xlmr,zero-shot,YOR2476,Yoruba,B,1,"[0.9895421266555786, 0.9919537901878357, 0.9903146624565125, 0.9905969500541687]"
S1,xlmr,zero-shot,YOR2639,Yoruba,D,0,"[0.9922885894775391, 0.990874707698822, 0.9930925369262695, 0.9934886693954468]"
S1,xlmr,zero-shot,YOR2231,Yoruba,A,0,"[0.9946510195732117, 0.9928749799728394, 0.9915040731430054, 0.9929766654968262]"
S1,xlmr,zero-shot,YOR0708,Yoruba,D,0,"[0.9921631813049316, 0.9919319748878479, 0.9919797778129578, 0.9933904409408569]"
S1,xlmr,zero-shot,YOR1886,Yoruba,B,1,"[0.9953108429908752, 0.9961978197097778, 0.9936364889144897, 0.9939087629318237]"
S1,xlmr,zero-shot,YOR0015,Yoruba,C,1,"[0.9905297160148621, 0.9905927181243896, 0.9925853610038757, 0.9913999438285828]"
S1,xlmr,zero-shot,YOR1449,Yoruba,A,0,"[0.9922984838485718, 0.9909110069274902, 0.9890209436416626, 0.9902092218399048]"
S1,xlmr,zero-shot,YOR4105,Yoruba,A,1,"[0.9930341243743896, 0.9892767071723938, 0.9923761487007141, 0.988499641418457]"
S1,xlmr,zero-shot,YOR1710,Yoruba,B,1,"[0.9934520125389099, 0.9938451051712036, 0.9928193092346191, 0.9936876893043518]"
S1,xlmr,zero-shot,YOR1463,Yoruba,C,1,"[0.9927315711975098, 0.9930331707000732, 0.9935066103935242, 0.9916667938232422]"
S1,xlmr,zero-shot,YOR1685,Yoruba,B,0,"[0.9928463101387024, 0.995280921459198, 0.9927343130111694, 0.9914047718048096]"
S1,xlmr,zero-shot,YOR2232,Yoruba,C,0,"[0.9917265176773071, 0.9889814257621765, 0.9917479157447815, 0.9902603030204773]"
S1,xlmr,zero-shot,YOR1583,Yoruba,D,0,"[0.9915953874588013, 0.9938583970069885, 0.9926035404205322, 0.9940007925033569]"
S1,xlmr,zero-shot,YOR3430,Yoruba,A,0,"[0.9933894276618958, 0.9932301640510559, 0.9911103844642639, 0.993262529373169]"
S1,xlmr,zero-shot,YOR3039,Yoruba,C,0,"[0.9908090233802795, 0.9922449588775635, 0.9925765991210938, 0.9920276403427124]"
S1,xlmr,zero-shot,YOR0282,Yoruba,A,1,"[0.991839587688446, 0.9911323189735413, 0.9913675785064697, 0.9916350841522217]"
S1,xlmr,zero-shot,YOR3313,Yoruba,D,0,"[0.9923942685127258, 0.992037832736969, 0.9914377331733704, 0.9934532642364502]"
S1,xlmr,zero-shot,YOR0761,Yoruba,C,1,"[0.9893320798873901, 0.9845982789993286, 0.9917711019515991, 0.9907951951026917]"
S1,xlmr,zero-shot,YOR1731,Yoruba,B,0,"[0.9911154508590698, 0.9938622713088989, 0.992159903049469, 0.9927349090576172]"
S1,xlmr,zero-shot,YOR1250,Yoruba,B,0,"[0.9918096661567688, 0.9931032061576843, 0.9909465909004211, 0.9911158084869385]"
S1,xlmr,zero-shot,YOR0174,Yoruba,A,0,"[0.9936536550521851, 0.9933983087539673, 0.9905580282211304, 0.9917635321617126]"
S1,xlmr,zero-shot,YOR3670,Yoruba,C,1,"[0.9933761358261108, 0.9922733902931213, 0.9939083456993103, 0.9935035109519958]"
S1,xlmr,zero-shot,YOR3579,Yoruba,B,0,"[0.9929046034812927, 0.9931017160415649, 0.9923000335693359, 0.992916464805603]"
S1,xlmr,zero-shot,YOR1139,Yoruba,A,1,"[0.9947229027748108, 0.9946839213371277, 0.9936202764511108, 0.9905872344970703]"
S1,xlmr,zero-shot,YOR3887,Yoruba,C,0,"[0.993041455745697, 0.9930069446563721, 0.9939000010490417, 0.9915229082107544]"
S1,xlmr,zero-shot,YOR1776,Yoruba,C,1,"[0.9902912378311157, 0.9907164573669434, 0.9939569234848022, 0.9928277730941772]"
S1,xlmr,zero-shot,YOR0204,Yoruba,B,0,"[0.9937759637832642, 0.9957117438316345, 0.9944570660591125, 0.9947786927223206]"
S1,xlmr,zero-shot,YOR2401,Yoruba,B,0,"[0.9935272932052612, 0.9953542947769165, 0.9930569529533386, 0.9933958053588867]"
S1,xlmr,zero-shot,YOR1873,Yoruba,B,1,"[0.9929475784301758, 0.993178129196167, 0.9914014935493469, 0.991456151008606]"
S1,xlmr,zero-shot,YOR0996,Yoruba,C,1,"[0.9936713576316833, 0.9942818880081177, 0.9944401383399963, 0.9933648109436035]"
S1,xlmr,zero-shot,YOR1495,Yoruba,B,0,"[0.9941097497940063, 0.994205892086029, 0.9913355112075806, 0.9926371574401855]"
S1,xlmr,zero-shot,YOR2834,Yoruba,D,0,"[0.9928641319274902, 0.9935380220413208, 0.9920876026153564, 0.9945374131202698]"
S1,xlmr,zero-shot,YOR2677,Yoruba,C,0,"[0.9919318556785583, 0.9910004734992981, 0.9920567274093628, 0.9912897944450378]"
S1,xlmr,zero-shot,YOR0827,Yoruba,B,0,"[0.9912509918212891, 0.9938004016876221, 0.9930518269538879, 0.9905789494514465]"
S1,xlmr,zero-shot,YOR0033,Yoruba,C,0,"[0.9911661744117737, 0.9916701912879944, 0.9926655888557434, 0.9920639395713806]"
S1,xlmr,zero-shot,YOR0072,Yoruba,B,0,"[0.9912459850311279, 0.9929099082946777, 0.9918489456176758, 0.9902722835540771]"
S1,xlmr,zero-shot,YOR4139,Yoruba,B,1,"[0.9885872602462769, 0.9942155480384827, 0.9895138740539551, 0.9885177612304688]"
S2,xlmr,zero-shot,ENG2109,English,D,0,"[0.9974037408828735, 0.9973476529121399, 0.9965601563453674, 0.9974740743637085]"
S2,xlmr,zero-shot,ENG2245,English,C,0,"[0.9981805682182312, 0.9950680732727051, 0.9989668726921082, 0.9955943822860718]"
S2,xlmr,zero-shot,ENG1267,English,C,1,"[0.9969120025634766, 0.9967002868652344, 0.9992533922195435, 0.998343825340271]"
S2,xlmr,zero-shot,ENG1238,English,D,1,"[0.9922313094139099, 0.9924489259719849, 0.9923624396324158, 1.0]"
S2,xlmr,zero-shot,ENG1638,English,A,1,"[1.0, 0.9946461915969849, 0.9946297407150269, 0.9947274923324585]"
S2,xlmr,zero-shot,ENG0113,English,B,1,"[0.996356189250946, 0.9967436790466309, 0.9961220026016235, 0.995273768901825]"
S2,xlmr,zero-shot,ENG0148,English,D,0,"[0.9961827397346497, 0.9967696070671082, 0.9954271912574768, 0.9982000589370728]"
S2,xlmr,zero-shot,ENG0432,English,B,0,"[0.999226987361908, 0.9996576905250549, 0.999402642250061, 0.999302864074707]"
S2,xlmr,zero-shot,ENG1450,English,A,1,"[1.0000001192092896, 0.9927951097488403, 0.9930387139320374, 0.9929996132850647]"
S2,xlmr,zero-shot,ENG0319,English,B,1,"[0.9967915415763855, 0.9980601072311401, 0.9963327050209045, 0.9972784519195557]"
S2,xlmr,zero-shot,ENG2038,English,C,1,"[0.9977208971977234, 0.9987170100212097, 0.9999999403953552, 0.9998573064804077]"
S2,xlmr,zero-shot,ENG1126,English,A,0,"[0.9966005086898804, 0.9926401972770691, 0.9957375526428223, 0.9952461123466492]"
S2,xlmr,zero-shot,ENG1569,English,A,1,"[0.9978644847869873, 0.9978092312812805, 0.9971147179603577, 0.9967337846755981]"
S2,xlmr,zero-shot,ENG2028,English,D,0,"[0.9952257871627808, 0.9960290789604187, 0.9942111372947693, 0.9966064691543579]"
S2,xlmr,zero-shot,ENG0378,English,C,1,"[0.9949136972427368, 0.9946622848510742, 0.9971688985824585, 0.9963873624801636]"
S2,xlmr,zero-shot,ENG0566,English,B,0,"[0.9975525140762329, 0.9984009265899658, 0.9963577389717102, 0.9962928891181946]"
S2,xlmr,zero-shot,ENG0304,English,A,1,"[0.9999999403953552, 0.9939205050468445, 0.9939589500427246, 0.9939138293266296]"
S2,xlmr,zero-shot,ENG0572,English,A,0,"[0.999049961566925, 0.996501088142395, 0.9987947344779968, 0.9985363483428955]"
S2,xlmr,zero-shot,ENG0366,English,C,1,"[0.9965521097183228, 0.9970535039901733, 0.9992623925209045, 0.9980338215827942]"
S2,xlmr,zero-shot,ENG0819,English,B,0,"[0.9965987205505371, 0.9984896183013916, 0.9978212714195251, 0.9944989085197449]"
S2,xlmr,zero-shot,ENG2013,English,D,0,"[0.9984294176101685, 0.9992170929908752, 0.9977709650993347, 0.9992865920066833]"
S2,xlmr,zero-shot,ENG0068,English,D,0,"[0.9985548257827759, 0.9973955750465393, 0.997383177280426, 0.9987690448760986]"
S2,xlmr,zero-shot,ENG1613,English,C,1,"[0.9925673007965088, 0.99257892370224, 1.0, 0.9923268556594849]"
S2,xlmr,zero-shot,ENG0225,English,D,1,"[0.9923649430274963, 0.9926929473876953, 0.9928237199783325, 0.9999999403953552]"
S2,xlmr,zero-shot,ENG1589,English,A,1,"[0.9985615015029907, 0.9949566125869751, 0.997255802154541, 0.9969131350517273]"
S2,xlmr,zero-shot,ENG1956,English,A,0,"[0.9938452243804932, 0.959869921207428, 0.9740460515022278, 0.9605675339698792]"
S2,xlmr,zero-shot,ENG1244,English,B,0,"[0.9998515844345093, 0.9998542666435242, 0.9984580278396606, 0.9998088479042053]"
S2,xlmr,zero-shot,ENG0463,English,B,0,"[0.9998860359191895, 0.999920666217804, 0.9992724061012268, 0.9982883334159851]"
S2,xlmr,zero-shot,ENG0663,English,D,0,"[0.9986127614974976, 0.9985030889511108, 0.9985795021057129, 0.9989610314369202]"
S2,xlmr,zero-shot,ENG1785,English,B,1,"[0.9927953481674194, 0.9999999403953552, 0.9927706122398376, 0.9928874969482422]"
S2,xlmr,zero-shot,ENG1032,English,A,0,"[0.998895525932312, 0.998568058013916, 0.9980701804161072, 0.9988073706626892]"
S2,xlmr,zero-shot,ENG1771,English,D,1,"[0.9950039386749268, 0.997455358505249, 0.9976922273635864, 0.9981346130371094]"
S2,xlmr,zero-shot,ENG1628,English,A,1,"[1.0000001192092896, 0.9934797286987305, 0.9936192631721497, 0.9937385320663452]"
S2,xlmr,zero-shot,ENG2018,English,C,0,"[0.9990861415863037, 0.9975966215133667, 0.9993317127227783, 0.9973978400230408]"
S2,xlmr,zero-shot,ENG1923,English,A,0,"[0.9988530278205872, 0.9980756640434265, 0.9981472492218018, 0.9980871081352234]"
S2,xlmr,zero-shot,ENG0313,English,D,1,"[0.9927796721458435, 0.992817223072052, 0.992793619632721, 1.0]"
S2,xlmr,zero-shot,ENG2189,English,C,0,"[0.9989719986915588, 0.9972648620605469, 0.9990448951721191, 0.998669445514679]"
S2,xlmr,zero-shot,ENG1876,English,D,0,"[0.9992908835411072, 0.9979058504104614, 0.999565839767456, 0.9996499419212341]"
S2,xlmr,zero-shot,ENG1655,English,D,0,"[0.9984910488128662, 0.9990673065185547, 0.9976587891578674, 0.9998369216918945]"
S2,xlmr,zero-shot,ENG1321,English,A,0,"[0.998927652835846, 0.9983563423156738, 0.9969656467437744, 0.9976115226745605]"
S2,xlmr,zero-shot,ENG1010,English,A,1,"[0.9984923005104065, 0.9980221390724182, 0.998072624206543, 0.9977675080299377]"
S2,xlmr,zero-shot,ENG0370,English,B,1,"[0.9908284544944763, 1.0, 0.9907957911491394, 0.9909173846244812]"
S2,xlmr,zero-shot,ENG0109,English,C,1,"[0.9940546154975891, 0.994753360748291, 0.9988789558410645, 0.9972013235092163]"
S2,xlmr,zero-shot,ENG1944,English,A,0,"[0.9976029992103577, 0.9973880648612976, 0.9974752068519592, 0.9965586066246033]"
S2,xlmr,zero-shot,ENG0450,English,C,0,"[0.9986626505851746, 0.9981312155723572, 0.9993055462837219, 0.9957110285758972]"
S2,xlmr,zero-shot,ENG0928,English,C,0,"[0.9974510669708252, 0.9979097247123718, 0.9982678890228271, 0.9973146319389343]"
S2,xlmr,zero-shot,ENG2124,English,C,1,"[0.9954600930213928, 0.9954365491867065, 0.9999999403953552, 0.9953286647796631]"
S2,xlmr,zero-shot,ENG0498,English,D,1,"[0.9932582974433899, 0.9935492873191833, 0.9935725331306458, 1.0]"
S2,xlmr,zero-shot,ENG1133,English,C,0,"[0.9987275004386902, 0.998365044593811, 0.9987415671348572, 0.9978702068328857]"
S2,xlmr,zero-shot,ENG1644,English,B,1,"[0.9977701902389526, 0.9983681440353394, 0.997309148311615, 0.99785315990448]"
S2,xlmr,zero-shot,MID0381,Arabic,A,1,"[0.994430422782898, 0.9938147664070129, 0.9943408966064453, 0.9940788149833679]"
S2,xlmr,zero-shot,MID0854,Arabic,B,1,"[0.9955573678016663, 0.9961091876029968, 0.9955424666404724, 0.995169460773468]"
S2,xlmr,zero-shot,MID0356,Arabic,B,0,"[0.9925938844680786, 0.9927869439125061, 0.9901973009109497, 0.9922938942909241]"
S2,xlmr,zero-shot,MID0358,Arabic,B,0,"[0.9935340285301208, 0.9935489892959595, 0.9935054779052734, 0.9900890588760376]"
S2,xlmr,zero-shot,MID0363,Arabic,A,1,"[0.9937365651130676, 0.9922926425933838, 0.9930647015571594, 0.9930640459060669]"
S2,xlmr,zero-shot,MID0487,Arabic,A,0,"[0.9949347376823425, 0.9946622848510742, 0.9941772222518921, 0.9949278831481934]"
S2,xlmr,zero-shot,MID0705,Arabic,C,1,"[0.9945743680000305, 0.9946000576019287, 0.9962811470031738, 0.994508683681488]"
S2,xlmr,zero-shot,MID0596,Arabic,D,1,"[0.9926062226295471, 0.9925596117973328, 0.9925153851509094, 0.995072066783905]"
S2,xlmr,zero-shot,MID0552,Arabic,D,0,"[0.9938152432441711, 0.9915189743041992, 0.9933791756629944, 0.9941330552101135]"
S2,xlmr,zero-shot,MID0031,Arabic,A,0,"[0.9957558512687683, 0.9924112558364868, 0.9954630732536316, 0.9930627346038818]"
S2,xlmr,zero-shot,MID0591,Arabic,C,1,"[0.9949733018875122, 0.9946451783180237, 0.9953102469444275, 0.9946966767311096]"
S2,xlmr,zero-shot,MID0522,Arabic,D,1,"[0.9874392747879028, 0.9883943200111389, 0.9878629446029663, 0.9889504313468933]"
S2,xlmr,zero-shot,MID0216,Arabic,D,0,"[0.992908239364624, 0.9919291734695435, 0.983791172504425, 0.9934486746788025]"
S2,xlmr,zero-shot,MID0064,Arabic,B,1,"[0.9911414384841919, 0.9931025505065918, 0.9911476373672485, 0.9910755753517151]"
S2,xlmr,zero-shot,MID0317,Arabic,B,0,"[0.9944565892219543, 0.9955418705940247, 0.9938526749610901, 0.9948900938034058]"
S2,xlmr,zero-shot,MID0040,Arabic,C,0,"[0.9949522018432617, 0.9953182339668274, 0.9957687258720398, 0.9955919981002808]"
S2,xlmr,zero-shot,MID0236,Arabic,B,0,"[0.9923809170722961, 0.9960119724273682, 0.994631826877594, 0.9944825172424316]"
S2,xlmr,zero-shot,MID0862,Arabic,B,1,"[0.9893488883972168, 0.989597737789154, 0.9894005060195923, 0.9893807768821716]"
S2,xlmr,zero-shot,MID0425,Arabic,D,0,"[0.9929415583610535, 0.9934946894645691, 0.9936927556991577, 0.9942614436149597]"
S2,xlmr,zero-shot,MID0073,Arabic,A,0,"[0.9672157168388367, 0.9380566477775574, 0.9646021723747253, 0.9581969380378723]"
S2,xlmr,zero-shot,MID0909,Arabic,A,1,"[0.9950708150863647, 0.9938010573387146, 0.9938244223594666, 0.9938387274742126]"
S2,xlmr,zero-shot,MID0169,Arabic,C,0,"[0.991733729839325, 0.9911367297172546, 0.9921226501464844, 0.9920350313186646]"
S2,xlmr,zero-shot,MID0767,Arabic,A,0,"[0.9940910339355469, 0.9931759238243103, 0.9926844239234924, 0.9933270215988159]"
S2,xlmr,zero-shot,MID0622,Arabic,D,1,"[0.9944403767585754, 0.9944461584091187, 0.9944460391998291, 0.9956845641136169]"
S2,xlmr,zero-shot,MID0071,Arabic,A,1,"[0.9949016571044922, 0.9941833019256592, 0.9923246502876282, 0.9945250749588013]"
S2,xlmr,zero-shot,MID0068,Arabic,D,0,"[0.992898166179657, 0.992633581161499, 0.9911643862724304, 0.9933883547782898]"
S2,xlmr,zero-shot,MID0307,Arabic,B,0,"[0.9930357336997986, 0.9933029413223267, 0.9891856908798218, 0.9904255270957947]"
S2,xlmr,zero-shot,MID0820,Arabic,D,1,"[0.9911679029464722, 0.9911868572235107, 0.9912457466125488, 0.9944224953651428]"
S2,xlmr,zero-shot,MID0719,Arabic,B,0,"[0.9924150109291077, 0.9946178793907166, 0.9938396215438843, 0.994385838508606]"
S2,xlmr,zero-shot,MID0639,Arabic,D,0,"[0.9920423626899719, 0.9918408393859863, 0.9927401542663574, 0.9940765500068665]"
S2,xlmr,zero-shot,MID0322,Arabic,A,0,"[0.9932778477668762, 0.9919947385787964, 0.9919959902763367, 0.9922002553939819]"
S2,xlmr,zero-shot,MID0785,Arabic,B,0,"[0.99117511510849, 0.9935863018035889, 0.9916420578956604, 0.991792619228363]"
S2,xlmr,zero-shot,MID0549,Arabic,C,0,"[0.9940134286880493, 0.9929904937744141, 0.9946556091308594, 0.992109477519989]"
S2,xlmr,zero-shot,MID0343,Arabic,B,1,"[0.9911662340164185, 0.9915353059768677, 0.9913315176963806, 0.9912149310112]"
S2,xlmr,zero-shot,MID0276,Arabic,C,1,"[0.9955353736877441, 0.995705783367157, 0.9959797263145447, 0.9956712126731873]"
S2,xlmr,zero-shot,MID0502,Arabic,C,0,"[0.9943274855613708, 0.9935615062713623, 0.9960808753967285, 0.9958680868148804]"
S2,xlmr,zero-shot,MID0295,Arabic,C,0,"[0.9944625496864319, 0.9944888353347778, 0.9945265054702759, 0.9945105910301208]"
S2,xlmr,zero-shot,MID0500,Arabic,A,0,"[0.9945038557052612, 0.9925128221511841, 0.9942408204078674, 0.9943107962608337]"
S2,xlmr,zero-shot,MID0631,Arabic,C,1,"[0.9938701391220093, 0.9932029247283936, 0.9944925308227539, 0.9933038353919983]"
S2,xlmr,zero-shot,MID0024,Arabic,D,1,"[0.9939218163490295, 0.9940875768661499, 0.9941375255584717, 0.9959256649017334]"
S2,xlmr,zero-shot,MID0441,Arabic,D,0,"[0.9944241642951965, 0.9946834444999695, 0.9947575330734253, 0.994771420955658]"
S2,xlmr,zero-shot,MID0412,Arabic,A,0,"[0.991386353969574, 0.9853774905204773, 0.9911344051361084, 0.9912281036376953]"
S2,xlmr,zero-shot,MID0219,Arabic,B,0,"[0.9948652386665344, 0.9950449466705322, 0.9933323860168457, 0.9947690963745117]"
S2,xlmr,zero-shot,MID0523,Arabic,D,1,"[0.9924297332763672, 0.9924815893173218, 0.9924830198287964, 0.9945113658905029]"
S2,xlmr,zero-shot,MID0614,Arabic,D,0,"[0.993278443813324, 0.9933178424835205, 0.993245542049408, 0.9933372139930725]"
S2,xlmr,zero-shot,MID0912,Arabic,B,1,"[0.9963743090629578, 0.9967616200447083, 0.9958940148353577, 0.9964572787284851]"
S2,xlmr,zero-shot,MID0755,Arabic,C,1,"[0.9921581745147705, 0.9928295612335205, 0.9940916299819946, 0.9932793378829956]"
S2,xlmr,zero-shot,MID0605,Arabic,C,0,"[0.993790328502655, 0.9936069250106812, 0.9941563606262207, 0.9938230514526367]"
S2,xlmr,zero-shot,MID0826,Arabic,D,0,"[0.9926586747169495, 0.9941222071647644, 0.9942175149917603, 0.9942181706428528]"
S2,xlmr,zero-shot,MID0744,Arabic,C,0,"[0.9893345236778259, 0.9906471967697144, 0.9906685948371887, 0.9888266921043396]"
S2,xlmr,zero-shot,YOR1930,Yoruba,A,1,"[0.9933255314826965, 0.9902479648590088, 0.9900966286659241, 0.9901484251022339]"
S2,xlmr,zero-shot,YOR1569,Yoruba,B,1,"[0.9913341999053955, 0.9949873089790344, 0.9914977550506592, 0.9913771152496338]"
S2,xlmr,zero-shot,YOR2171,Yoruba,C,1,"[0.9901016354560852, 0.9900829195976257, 0.9923112392425537, 0.9899510741233826]"
S2,xlmr,zero-shot,YOR1240,Yoruba,D,1,"[0.9871039986610413, 0.9870787262916565, 0.9870618581771851, 0.9938613772392273]"
S2,xlmr,zero-shot,YOR3981,Yoruba,A,1,"[0.9914273619651794, 0.9883090257644653, 0.988224446773529, 0.988247275352478]"
S2,xlmr,zero-shot,YOR1407,Yoruba,B,1,"[0.989785373210907, 0.9936286211013794, 0.989812433719635, 0.9898158311843872]"
S2,xlmr,zero-shot,YOR2410,Yoruba,C,1,"[0.986348569393158, 0.9863994717597961, 0.9921478033065796, 0.9863501787185669]"
S2,xlmr,zero-shot,YOR1521,Yoruba,D,1,"[0.9916967749595642, 0.9917795062065125, 0.9918332695960999, 0.9925685524940491]"
S2,xlmr,zero-shot,YOR3426,Yoruba,A,1,"[0.9912567734718323, 0.9909817576408386, 0.9908822178840637, 0.9909577369689941]"
S2,xlmr,zero-shot,YOR1130,Yoruba,B,1,"[0.9908990859985352, 0.9926844239234924, 0.9910618662834167, 0.9909486174583435]"
S2,xlmr,zero-shot,YOR0370,Yoruba,B,0,"[0.9923108816146851, 0.9923402070999146, 0.9916674494743347, 0.9919342398643494]"
S2,xlmr,zero-shot,YOR2447,Yoruba,C,0,"[0.9923176765441895, 0.9913599491119385, 0.992382287979126, 0.9921984076499939]"
S2,xlmr,zero-shot,YOR0938,Yoruba,A,1,"[0.9921750426292419, 0.9915052056312561, 0.9917261600494385, 0.9917927980422974]"
S2,xlmr,zero-shot,YOR2476,Yoruba,C,0,"[0.9912382960319519, 0.9916260242462158, 0.9927076697349548, 0.9924856424331665]"
S2,xlmr,zero-shot,YOR2639,Yoruba,B,0,"[0.9920898079872131, 0.9927493333816528, 0.9898610711097717, 0.9923408627510071]"
S2,xlmr,zero-shot,YOR2231,Yoruba,D,1,"[0.9901731610298157, 0.9900961518287659, 0.9901933670043945, 0.9929766654968262]"
S2,xlmr,zero-shot,YOR0708,Yoruba,A,1,"[0.9921631813049316, 0.9886859059333801, 0.9887945055961609, 0.9887582659721375]"
S2,xlmr,zero-shot,YOR1886,Yoruba,B,1,"[0.9893418550491333, 0.9961978197097778, 0.9893179535865784, 0.9893130660057068]"
S2,xlmr,zero-shot,YOR0015,Yoruba,C,1,"[0.9889625310897827, 0.9890444278717041, 0.9925853610038757, 0.989141583442688]"
S2,xlmr,zero-shot,YOR1449,Yoruba,B,0,"[0.992350161075592, 0.9926992654800415, 0.9926091432571411, 0.9923520088195801]"
S2,xlmr,zero-shot,YOR4105,Yoruba,D,0,"[0.9916442036628723, 0.9912805557250977, 0.9922184944152832, 0.9924859404563904]"
S2,xlmr,zero-shot,YOR1710,Yoruba,B,1,"[0.9897059798240662, 0.9938451051712036, 0.9896031618118286, 0.989721953868866]"
S2,xlmr,zero-shot,YOR1463,Yoruba,D,0,"[0.9932785630226135, 0.992267370223999, 0.9917466640472412, 0.9934064745903015]"
S2,xlmr,zero-shot,YOR1685,Yoruba,D,1,"[0.9915782809257507, 0.9916313886642456, 0.9909496903419495, 0.9917001724243164]"
S2,xlmr,zero-shot,YOR2232,Yoruba,A,1,"[0.9917265176773071, 0.9901581406593323, 0.990098237991333, 0.9901798963546753]"
S2,xlmr,zero-shot,YOR1583,Yoruba,B,1,"[0.9867537617683411, 0.9938583970069885, 0.9866877198219299, 0.98681640625]"
S2,xlmr,zero-shot,YOR3430,Yoruba,C,1,"[0.989984393119812, 0.990017831325531, 0.9911103844642639, 0.989957869052887]"
S2,xlmr,zero-shot,YOR3039,Yoruba,D,1,"[0.9880739450454712, 0.9879968762397766, 0.9880462288856506, 0.9920276403427124]"
S2,xlmr,zero-shot,YOR0282,Yoruba,B,0,"[0.9905589818954468, 0.9920251369476318, 0.9913513660430908, 0.9908455014228821]"
S2,xlmr,zero-shot,YOR3313,Yoruba,A,0,"[0.9932351112365723, 0.9928731918334961, 0.9930925965309143, 0.9925649166107178]"
S2,xlmr,zero-shot,YOR0761,Yoruba,C,1,"[0.9922058582305908, 0.9915912747383118, 0.9946269989013672, 0.992113471031189]"
S2,xlmr,zero-shot,YOR1731,Yoruba,D,1,"[0.9864073395729065, 0.9864157438278198, 0.9864108562469482, 0.9927349090576172]"
S2,xlmr,zero-shot,YOR1250,Yoruba,A,1,"[0.9918096661567688, 0.9878077507019043, 0.9878272414207458, 0.9879113435745239]"
S2,xlmr,zero-shot,YOR0174,Yoruba,B,1,"[0.9937126040458679, 0.9941321611404419, 0.993341863155365, 0.993568480014801]"
S2,xlmr,zero-shot,YOR3670,Yoruba,C,1,"[0.987025260925293, 0.9869868159294128, 0.9939083456993103, 0.9870309829711914]"
S2,xlmr,zero-shot,YOR3579,Yoruba,D,1,"[0.9932140707969666, 0.9925141334533691, 0.99306321144104, 0.9937101006507874]"
S2,xlmr,zero-shot,YOR1139,Yoruba,C,0,"[0.994658887386322, 0.9959378242492676, 0.9963796734809875, 0.9951308369636536]"
S2,xlmr,zero-shot,YOR3887,Yoruba,B,1,"[0.9883788228034973, 0.9930070042610168, 0.9883459210395813, 0.9883776307106018]"
S2,xlmr,zero-shot,YOR1776,Yoruba,C,1,"[0.9903421998023987, 0.9904114603996277, 0.9939571022987366, 0.9904894232749939]"
S2,xlmr,zero-shot,YOR0204,Yoruba,D,1,"[0.9917613863945007, 0.9917759299278259, 0.9917750954627991, 0.9947786331176758]"
S2,xlmr,zero-shot,YOR2401,Yoruba,A,1,"[0.9932844042778015, 0.9928977489471436, 0.9931761026382446, 0.9924458861351013]"
S2,xlmr,zero-shot,YOR1873,Yoruba,C,0,"[0.9933499097824097, 0.9931543469429016, 0.9937463998794556, 0.9933890700340271]"
S2,xlmr,zero-shot,YOR0996,Yoruba,C,1,"[0.9892153143882751, 0.9893431067466736, 0.9944401383399963, 0.9892165660858154]"
S2,xlmr,zero-shot,YOR1495,Yoruba,D,1,"[0.992133617401123, 0.9923108220100403, 0.9916307330131531, 0.993018388748169]"
S2,xlmr,zero-shot,YOR2834,Yoruba,A,1,"[0.9928642511367798, 0.9891403913497925, 0.9890076518058777, 0.9890899062156677]"
S2,xlmr,zero-shot,YOR2677,Yoruba,D,0,"[0.9912583231925964, 0.9922490119934082, 0.9926949739456177, 0.9932449460029602]"
S2,xlmr,zero-shot,YOR0827,Yoruba,A,0,"[0.9932716488838196, 0.9922706484794617, 0.9916327595710754, 0.9930479526519775]"
S2,xlmr,zero-shot,YOR0033,Yoruba,C,0,"[0.9913691282272339, 0.9914524555206299, 0.9920803904533386, 0.9912195801734924]"
S2,xlmr,zero-shot,YOR0072,Yoruba,A,1,"[0.9927887916564941, 0.9917178750038147, 0.9912476539611816, 0.9922552108764648]"
S2,xlmr,zero-shot,YOR4139,Yoruba,B,1,"[0.9874075651168823, 0.9942155480384827, 0.9874356389045715, 0.9872786998748779]"
