task,strategy,language,sample_id,source_proverb,proverb_en,correct_meaning,cultural_context_available,Choice_A,Choice_B,Choice_C,Choice_D,Answer,distractor_1,distractor_2,distractor_3,raw_response,parse,complete,len_r,distinct,quality
b,cot_xl,Arabic,MID0309, يِمْشِ بِشُّورْ الْفَخْلاَكُ يِجْرِ.,Slow and steady wins the race.,It is used to encourage patience and not to rush.,True,Those who take shortcuts will always lose out to the more affluent.,It is used to encourage patience and not to rush.,The phrase is actually a warning about the dangers of relying on technology.,"A slow pace is often a sign of laziness, not a virtue.",B,Those who take shortcuts will always lose out to the more affluent.,"A slow pace is often a sign of laziness, not a virtue.",The phrase is actually a warning about the dangers of relying on technology.,"[""Those who take shortcuts will always lose out to the more affluent."", ""A slow pace is often a sign of laziness, not a virtue."", ""The phrase is actually a warning about the dangers of relying on technology.""]",1.0,1.0,1.23,0.93,97.9
b,cot_xl,Arabic,MID0310,أحجار الشح يلتكتو فالرخا,Man needs money for the evil day.,The equivalent is “A white dirham will benefit you in a rainy day.” The proverb refers to the benefits of saving and managing money well.,True,"A small amount of money, even in white, is useless in a difficult time.","If you're unlucky with money, it will eventually attract bad luck.","In a drought, saving money won't help you grow crops.",The equivalent is “A white dirham will benefit you in a rainy day.” The proverb refers to the benefits of saving and managing money well.,D,"If you're unlucky with money, it will eventually attract bad luck.","A small amount of money, even in white, is useless in a difficult time.","In a drought, saving money won't help you grow crops.","[""If you're unlucky with money, it will eventually attract bad luck."", ""A small amount of money, even in white, is useless in a difficult time."", ""In a drought, saving money won't help you grow crops.""]",1.0,1.0,0.47,0.95,98.5
b,cot_xl,Arabic,MID0311,أخديم الرجال سيدهم,He who serves leads.,It is equivalent to the proverb (A man’s servant is his master). The proverb is a call to humility and to avoid arrogance and conceit.,True,"The proverb only applies to women, as they are often seen as subservient to men.","It is a call for submission to authority, but only if the authority is a member of the ruling class.",The phrase is actually warning against entrusting important tasks to people who are leaders in their field.,It is equivalent to the proverb (A man’s servant is his master). The proverb is a call to humility and to avoid arrogance and conceit.,D,"The proverb only applies to women, as they are often seen as subservient to men.","It is a call for submission to authority, but only if the authority is a member of the ruling class.",The phrase is actually warning against entrusting important tasks to people who are leaders in their field.,"[""The proverb only applies to women, as they are often seen as subservient to men."", ""It is a call for submission to authority, but only if the authority is a member of the ruling class."", ""The phrase is actually warning against entrusting important tasks to people who are leaders in their field.""]",1.0,1.0,0.69,0.89,96.7
b,cot_xl,Arabic,MID0312,أخير الصكاطة صكاطة العلم,It is never too old to learn.,"The proverb has the same meaning as “Seek knowledge from the cradle to the grave,” and is a call to be scientifically curious, and an implicit prohibition against other types of intrusion.",True,,,,,,,,,"[""1. The proverb implies that old age is the optimal time for learning, as one's life experiences and accumulated knowledge provide a solid foundation for new discoveries.
2. The phrase 'akhir as-sakata' refers to the peak of one's creative energy, suggesting that the pursuit of knowledge should be prioritized during the most productive years of one's life.
3. This proverb suggests that true wisdo",0.0,0.0,0.0,0.0,0.0
b,cot_xl,Arabic,MID0313,إصَهْرَكْ هَمُّ الّ اصهْرُ اعْنادَكْ," While you want to build, others want to tear down.","They use it as an example of someone who works hard to serve someone else's interests and wants the best for him, while the other person works hard to spite him.",True,"The proverb is cautioning against being overly ambitious, as it will inevitably attract unwanted attention.","They use it as an example of someone who works hard to serve someone else's interests and wants the best for him, while the other person works hard to spite him.","You're building a house that's not even yours, so don't expect it to stay standing.",The phrase is a warning to the person doing the building not to trust others with their tools.,B,"You're building a house that's not even yours, so don't expect it to stay standing.",The phrase is a warning to the person doing the building not to trust others with their tools.,"The proverb is cautioning against being overly ambitious, as it will inevitably attract unwanted attention.","[""You're building a house that's not even yours, so don't expect it to stay standing."",
""The phrase is a warning to the person doing the building not to trust others with their tools."",
""The proverb is cautioning against being overly ambitious, as it will inevitably attract unwanted attention.""]",1.0,1.0,0.52,0.91,97.3
b,cot_xl,Arabic,MID0314,الدِّنيَ اسْلوفاتْ,What goes around comes around.,"The proverb means that the world is like loans, because the borrower becomes poor one time and becomes rich the next.",True,The concept of a circular economy is essential to the proverb's meaning.,The notion of karma is central to the Arabic proverb.,The proverb suggests a direct causal link between past and present actions.,"The proverb means that the world is like loans, because the borrower becomes poor one time and becomes rich the next.",D,The concept of a circular economy is essential to the proverb's meaning.,The notion of karma is central to the Arabic proverb.,The proverb suggests a direct causal link between past and present actions.,"[""The concept of a circular economy is essential to the proverb's meaning."", ""The notion of karma is central to the Arabic proverb."", ""The proverb suggests a direct causal link between past and present actions.""]",1.0,1.0,0.54,0.87,96.1
b,cot_xl,Arabic,MID0315,العيطة كبيرة و الميت فار,Too much ado about nothing.,"It is used to describe something that scares you but is not dangerous. The equivalent in classical Arabic is ""The mountain suffered labor and gave birth to a mouse.""",True,"It is used to describe something that scares you but is not dangerous. The equivalent in classical Arabic is ""The mountain suffered labor and gave birth to a mouse.""",A person is describing a place with a high concentration of rats.,It is used to convey the idea that a threat is less severe than initially thought after some time has passed.,A farmer is saying that their large investment in irrigation did not yield as much fruit as expected.,A,A person is describing a place with a high concentration of rats.,It is used to convey the idea that a threat is less severe than initially thought after some time has passed.,A farmer is saying that their large investment in irrigation did not yield as much fruit as expected.,"[""A person is describing a place with a high concentration of rats."", ""It is used to convey the idea that a threat is less severe than initially thought after some time has passed."", ""A farmer is saying that their large investment in irrigation did not yield as much fruit as expected.""]",1.0,1.0,0.59,0.92,97.6
b,cot_xl,Arabic,MID0316,العين الا تخطات حاجبها أخسر واجبها,Too much of a good thing is bad.,"The proverb means that if something goes beyond its limits, it will turn into its opposite.",True,Excessive eye movement will weaken one's vision over time.,"The proverb means that if something goes beyond its limits, it will turn into its opposite.","If you have too many eyelashes, they will block the eye's ability to cry.","If an eye has an eyebrow, it will lose its ability to perceive its surroundings.",B,"If an eye has an eyebrow, it will lose its ability to perceive its surroundings.","If you have too many eyelashes, they will block the eye's ability to cry.",Excessive eye movement will weaken one's vision over time.,"[""If an eye has an eyebrow, it will lose its ability to perceive its surroundings."", ""If you have too many eyelashes, they will block the eye's ability to cry."", ""Excessive eye movement will weaken one's vision over time.""]",1.0,1.0,0.79,0.89,96.7
b,cot_xl,Arabic,MID0317,اللي فات مات (ماتلا عليه التلفات),let bygones be bygones.,The proverb urges not to look back and regret what has passed.,True,The proverb urges not to look back and regret what has passed.,"In this context, the phrase refers to the inevitability of death, where one should accept and move on from their own mortality.",The universe has predetermined that mistakes will occur and letting bygones be bygones is a form of cosmic acceptance.,"The proverb encourages one to pretend that past events did not affect them, even if they did.",A,The universe has predetermined that mistakes will occur and letting bygones be bygones is a form of cosmic acceptance.,"The proverb encourages one to pretend that past events did not affect them, even if they did.","In this context, the phrase refers to the inevitability of death, where one should accept and move on from their own mortality.","[""The universe has predetermined that mistakes will occur and letting bygones be bygones is a form of cosmic acceptance."", ""The proverb encourages one to pretend that past events did not affect them, even if they did."", ""In this context, the phrase refers to the inevitability of death, where one should accept and move on from their own mortality.""]",1.0,1.0,1.61,0.92,97.6
b,cot_xl,Arabic,MID0318,الْمَاهُ وارِدْ امْعاكْ لا يْعَلَّكْلكْ.,People who don’t walk in your shoes can’t understand your journey.,The proverb is used to urge not to rely on someone who does not share your expectations of what might happen.,True,The proverb is used to urge not to rely on someone who does not share your expectations of what might happen.,People who don't walk will always fall behind.,The phrase suggests that outsiders will always be more emotional than those who experience difficulties firsthand.,This proverb warns against trusting someone who is physically stronger than you.,A,People who don't walk will always fall behind.,This proverb warns against trusting someone who is physically stronger than you.,The phrase suggests that outsiders will always be more emotional than those who experience difficulties firsthand.,"[""People who don't walk will always fall behind."", ""This proverb warns against trusting someone who is physically stronger than you."", ""The phrase suggests that outsiders will always be more emotional than those who experience difficulties firsthand.""]",1.0,1.0,0.57,0.91,97.3
b,cot_xl,Arabic,MID0319,حَمْلْ اجماعً ريشْ,A burden shared is a burden halved.,This proverb means that cooperation makes things easier.,True,This proverb means that cooperation makes things easier.,"Those who share a burden are also sharing their responsibilities, making it more likely they will be held accountable.","One can only truly carry a burden alone, and sharing it is a sign of weakness.",The phrase is actually a warning against trusting others too much.,A,"One can only truly carry a burden alone, and sharing it is a sign of weakness.",The phrase is actually a warning against trusting others too much.,"Those who share a burden are also sharing their responsibilities, making it more likely they will be held accountable.","[""One can only truly carry a burden alone, and sharing it is a sign of weakness."", ""The phrase is actually a warning against trusting others too much."", ""Those who share a burden are also sharing their responsibilities, making it more likely they will be held accountable.""]",1.0,1.0,1.92,0.92,97.6
b,cot_xl,Arabic,MID0320,دِرْهَمْ في الكف أُلاميَّ في اتْلَفْ,Better an egg today than a hen tomorrow.,The proverb means that a little is better than a lot that is not guaranteed to be obtained.,True,"If you eat an egg, you will be strong to face hardships","A hen tomorrow means a better future, an egg today is just a taste of mediocrity","In this proverb, the hen symbolizes a woman, so it's advising to enjoy a short-term romantic affair rather than risking a long-term committed relationship",The proverb means that a little is better than a lot that is not guaranteed to be obtained.,D,"If you eat an egg, you will be strong to face hardships","A hen tomorrow means a better future, an egg today is just a taste of mediocrity","In this proverb, the hen symbolizes a woman, so it's advising to enjoy a short-term romantic affair rather than risking a long-term committed relationship","[""If you eat an egg, you will be strong to face hardships"", ""A hen tomorrow means a better future, an egg today is just a taste of mediocrity"", ""In this proverb, the hen symbolizes a woman, so it's advising to enjoy a short-term romantic affair rather than risking a long-term committed relationship""]",1.0,1.0,0.96,0.96,98.8
b,cot_xl,Arabic,MID0321,كل استاخيرة فيها خيرة,Good things come to those who wait.,Maybe it will be better for you to wait.,True,Maybe it will be better for you to wait.,"When you wait too long, the opportunity will have passed you by",Waiting is a sign of weakness and will only lead to disappointment,"The longer you wait, the lower the quality of the good thing",A,"When you wait too long, the opportunity will have passed you by","The longer you wait, the lower the quality of the good thing",Waiting is a sign of weakness and will only lead to disappointment,"[""When you wait too long, the opportunity will have passed you by"", ""The longer you wait, the lower the quality of the good thing"", ""Waiting is a sign of weakness and will only lead to disappointment""]",1.0,1.0,1.33,0.93,97.9
b,cot_xl,Arabic,MID0322,كل بخنوس افعين امو اغزال,"Beauty is in the eye of the beholder.
","It is said to express a mother's love for her children, who sees no fault in them, even if people see the opposite.",True,"The uglier someone looks, the more their beauty is visible to others.",Beauty is a curse only seen by men.,"When you see a beautiful person, you must immediately become their enemy.","It is said to express a mother's love for her children, who sees no fault in them, even if people see the opposite.",D,Beauty is a curse only seen by men.,"When you see a beautiful person, you must immediately become their enemy.","The uglier someone looks, the more their beauty is visible to others.","[""Beauty is a curse only seen by men."", ""When you see a beautiful person, you must immediately become their enemy."", ""The uglier someone looks, the more their beauty is visible to others.""]",1.0,1.0,0.46,0.93,97.9
b,cot_xl,Arabic,MID0323,كل ديقة وراها صحبة ,After a storm comes a calm.,No love except after enmity,True,No love except after enmity,A person must go through hardships to appreciate the comforts of life (Wrong).,Friendship is strengthened after a tumultuous period.,Every beautiful relationship has a period of anger or hatred before it (Wrong).,A,A person must go through hardships to appreciate the comforts of life (Wrong).,Friendship is strengthened after a tumultuous period.,Every beautiful relationship has a period of anger or hatred before it (Wrong).,"[""A person must go through hardships to appreciate the comforts of life (Wrong)."", ""Friendship is strengthened after a tumultuous period."", ""Every beautiful relationship has a period of anger or hatred before it (Wrong).""]",1.0,1.0,2.2,0.92,97.6
b,cot_xl,Arabic,MID0324,لحديد يبتط الا حامي,strike while the iron is hot.,"It means ""strike while the iron is hot"", and the proverb is a call to seize good opportunities, and to be quick-witted and act quickly.",True,To melt down iron when it's already hot,"It means ""strike while the iron is hot"", and the proverb is a call to seize good opportunities, and to be quick-witted and act quickly.",It's warning people not to hold onto hot metal for too long,This proverb is advising on the handling of fiery or passionate relationships,B,To melt down iron when it's already hot,This proverb is advising on the handling of fiery or passionate relationships,It's warning people not to hold onto hot metal for too long,"[""To melt down iron when it's already hot"", ""This proverb is advising on the handling of fiery or passionate relationships"", ""It's warning people not to hold onto hot metal for too long""]",1.0,1.0,0.43,0.94,98.2
b,cot_xl,Arabic,MID0325, العين الا تخطات حاجبها أخسر واجبها,"Abundance, like want, ruins many.","The meaning of the proverb is clear: if something goes too far, it will turn into its opposite.",True,"The meaning of the proverb is clear: if something goes too far, it will turn into its opposite.",The proverb suggests that abundance is inferior to want due to the risk of losing it.,"If one is too successful, they will eventually experience a reversal of fortune, resulting in a loss.",A person who experiences abundance will inevitably become lazy and neglect their responsibilities.,A,The proverb suggests that abundance is inferior to want due to the risk of losing it.,A person who experiences abundance will inevitably become lazy and neglect their responsibilities.,"If one is too successful, they will eventually experience a reversal of fortune, resulting in a loss.","[""The proverb suggests that abundance is inferior to want due to the risk of losing it."", ""A person who experiences abundance will inevitably become lazy and neglect their responsibilities."", ""If one is too successful, they will eventually experience a reversal of fortune, resulting in a loss.""]",1.0,1.0,0.85,0.94,98.2
b,cot_xl,Arabic,MID0326, أَجَت الحَزِينة تِفرَح ما لاَقَتَش لهَا مِطرَح.,Born to suffer.,"This proverb is used for someone who is unlucky or mismanages things and does not anticipate the consequences of things. The story of the proverb: There was a village in Palestine where the people used to marry their sons in groups and at one time of the year, especially in the summer months, when the nights are moonlit. There was an engaged spinster woman, and she agreed to marry with the group, but when the wedding night approached, the village headman discovered about her marriage and rejected it completely, since marriage is only for young men and virgins, while the bride cried from her bad luck and said the aforementioned proverb.",True,"If she had been successful, she would have become extremely wealthy and would still have money coming in.","She is an expert in attracting rain showers, but never gets any.","This proverb is used for someone who is unlucky or mismanages things and does not anticipate the consequences of things. The story of the proverb: There was a village in Palestine where the people used to marry their sons in groups and at one time of the year, especially in the summer months, when the nights are moonlit. There was an engaged spinster woman, and she agreed to marry with the group, but when the wedding night approached, the village headman discovered about her marriage and rejected it completely, since marriage is only for young men and virgins, while the bride cried from her bad luck and said the aforementioned proverb.","This person has a very strong connection with water, and always gets affected by it.",C,"She is an expert in attracting rain showers, but never gets any.","This person has a very strong connection with water, and always gets affected by it.","If she had been successful, she would have become extremely wealthy and would still have money coming in.","[""She is an expert in attracting rain showers, but never gets any."", ""This person has a very strong connection with water, and always gets affected by it."", ""If she had been successful, she would have become extremely wealthy and would still have money coming in.""]",1.0,1.0,0.14,0.96,98.8
b,cot_xl,Arabic,MID0327, أَكَل العِنَب وأعطَانَا الحُصرُم,He took the lion's share,"A similar proverb: ""He who is first is the one who ate the jujubes."" This proverb means that the one who is first is the one who took the good of something, and only the less valuable remains. The story of the proverb: It is known that the grape harvest season in the Levant is in August. In June, a thief went to steal grapes from a nearby vineyard, when the grapes were unripe, and were still salty in taste. He did not like their taste, and left them for his colleague to pick, who took the raw grapes (the unripe grapes). The next day, when his steal was discovered, he mentioned his colleague and said (He took the grapes and left me the unripe grapes), and this became a popular proverb that is passed down through the generations. This proverb is said when the latecomer finds nothing but leftovers. A similar proverb: ""He left the party without having Hommos.""",True,"A similar proverb: ""He who is first is the one who ate the jujubes."" This proverb means that the one who is first is the one who took the good of something, and only the less valuable remains. The story of the proverb: It is known that the grape harvest season in the Levant is in August. In June, a thief went to steal grapes from a nearby vineyard, when the grapes were unripe, and were still salty in taste. He did not like their taste, and left them for his colleague to pick, who took the raw grapes (the unripe grapes). The next day, when his steal was discovered, he mentioned his colleague and said (He took the grapes and left me the unripe grapes), and this became a popular proverb that is passed down through the generations. This proverb is said when the latecomer finds nothing but leftovers. A similar proverb: ""He left the party without having Hommos.""","He took the lion's share and left his colleague with a bad taste in his mouth, literally.","The man was a skilled thief, known for stealing grapes that were almost ripe.",He took the lion's share because the grapes were abundant in the area.,A,He took the lion's share because the grapes were abundant in the area.,"The man was a skilled thief, known for stealing grapes that were almost ripe.","He took the lion's share and left his colleague with a bad taste in his mouth, literally.","[""He took the lion's share because the grapes were abundant in the area."", ""The man was a skilled thief, known for stealing grapes that were almost ripe."", ""He took the lion's share and left his colleague with a bad taste in his mouth, literally.""]",1.0,1.0,0.09,0.84,95.2
b,cot_xl,Arabic,MID0328, اذا لَم تَكُن فَارِسًا كُنتَ الفَرِيسَة,Strike the first blow. / DO OR DIE.,"The proverb encourages courage and respect, as there is no place in this world for the submissive who will be coveted by other powers. This proverb applies to our present age; the age of strength, knowledge, values ​​and morals. Messenger of Allah (PBUH) said, ""A strong believer is better and dearer to Allah than a weak one, and both are good"".",True,Strike quickly to avoid being taken advantage of by others,Be aggressive in all situations to assert dominance,"The proverb encourages courage and respect, as there is no place in this world for the submissive who will be coveted by other powers. This proverb applies to our present age; the age of strength, knowledge, values ​​and morals. Messenger of Allah (PBUH) said, ""A strong believer is better and dearer to Allah than a weak one, and both are good"".",Only the strong deserve to be in a relationship,C,Strike quickly to avoid being taken advantage of by others,Only the strong deserve to be in a relationship,Be aggressive in all situations to assert dominance,"[""Strike quickly to avoid being taken advantage of by others"", ""Only the strong deserve to be in a relationship"", ""Be aggressive in all situations to assert dominance""]",1.0,1.0,0.15,0.89,96.7
b,cot_xl,Arabic,MID0329, اِطعَم الفَم تِستَحي العَين,"A bribe works miracles. / A dog will not cry if you beat him with a bone.
","This proverb encourages generosity and liberality, as honoring and celebrating a guest are authentic Arab traits. Of course, returning a favor and acknowledging it are two traits that are the opposite of generosity, as kindness can only be met with kindness. (The eye is ashamed): a person is ashamed and returns the favor. This proverb does not mean seeking to offer a bribe, which is a reprehensible trait that we must not help and prevent because it corrupts peoples and nations, and bribery has never spread in a nation without destroying it and taking it away.",True,You can get away with a lot if you feed the right people.,A wealthy gift will make someone too ashamed to ask for anything else.,This proverb implies that an attractive appearance can intimidate others.,"This proverb encourages generosity and liberality, as honoring and celebrating a guest are authentic Arab traits. Of course, returning a favor and acknowledging it are two traits that are the opposite of generosity, as kindness can only be met with kindness. (The eye is ashamed): a person is ashamed and returns the favor. This proverb does not mean seeking to offer a bribe, which is a reprehensible trait that we must not help and prevent because it corrupts peoples and nations, and bribery has never spread in a nation without destroying it and taking it away.",D,You can get away with a lot if you feed the right people.,This proverb implies that an attractive appearance can intimidate others.,A wealthy gift will make someone too ashamed to ask for anything else.,"[""You can get away with a lot if you feed the right people."", ""This proverb implies that an attractive appearance can intimidate others."", ""A wealthy gift will make someone too ashamed to ask for anything else.""]",1.0,1.0,0.12,0.97,99.1
b,cot_xl,Arabic,MID0330, الاخرة الك يا فاخرة,He laughs best who laughs last.,"This proverb is used to indicate patience and deliberation, as he who laughs last laughs the most.",True,"The proverb is a metaphor for the power of silence, as the last laugh represents the culmination of an intentional period of quiet contemplation.","The true meaning is actually about physical endurance, as the one who laughs last has managed to conserve their energy.","It's an ancient warning about the dangers of excessive merriment, as the one who laughs last has clearly overindulged.","This proverb is used to indicate patience and deliberation, as he who laughs last laughs the most.",D,"The true meaning is actually about physical endurance, as the one who laughs last has managed to conserve their energy.","The proverb is a metaphor for the power of silence, as the last laugh represents the culmination of an intentional period of quiet contemplation.","It's an ancient warning about the dangers of excessive merriment, as the one who laughs last has clearly overindulged.","[""The true meaning is actually about physical endurance, as the one who laughs last has managed to conserve their energy."", 
""The proverb is a metaphor for the power of silence, as the last laugh represents the culmination of an intentional period of quiet contemplation."", 
""It's an ancient warning about the dangers of excessive merriment, as the one who laughs last has clearly overindulged.""]",1.0,1.0,1.24,0.82,94.6
b,cot_xl,Arabic,MID0331, الجَمَل لو شَاف عوَجَة رقبته ما انعَوَج عن الناس,The pot calling the kettle black.,This proverb is used for someone who describes people based on their faults.,True,This proverb is used for someone who describes people based on their faults.,"The camel is describing its own beauty, as if it were comparing to the beauty of an ugly donkey.",A camel criticizes another for its humps because it has a small one itself.,A wealthy man compares the financial situation of a poor man because his own wealth is not as great.,A,A camel criticizes another for its humps because it has a small one itself.,A wealthy man compares the financial situation of a poor man because his own wealth is not as great.,"The camel is describing its own beauty, as if it were comparing to the beauty of an ugly donkey.","[""A camel criticizes another for its humps because it has a small one itself."", ""A wealthy man compares the financial situation of a poor man because his own wealth is not as great."", ""The camel is describing its own beauty, as if it were comparing to the beauty of an ugly donkey.""]",1.0,1.0,1.33,0.88,96.4
b,cot_xl,Arabic,MID0332," الحال من بَعضُه
",We're all in the same boat.,"It is usually used for misfortunes and calamities, or to indicate that the need is the same, and one person cannot help another, as the circumstances are the same, and the one who does not have something cannot give it. This proverb is used for consolation, as everyone is waiting for Allah's mercy and provision.",True,"It is usually used for misfortunes and calamities, or to indicate that the need is the same, and one person cannot help another, as the circumstances are the same, and the one who does not have something cannot give it. This proverb is used for consolation, as everyone is waiting for Allah's mercy and provision.",It refers to the idea that one should be selfish and prioritize personal interests in times of hardship.,It implies that one's personal strength can compensate for others' weaknesses.,This proverb suggests that everyone is equally guilty in a situation.,A,This proverb suggests that everyone is equally guilty in a situation.,It implies that one's personal strength can compensate for others' weaknesses.,It refers to the idea that one should be selfish and prioritize personal interests in times of hardship.,"[""This proverb suggests that everyone is equally guilty in a situation."", ""It implies that one's personal strength can compensate for others' weaknesses."", ""It refers to the idea that one should be selfish and prioritize personal interests in times of hardship.""]",1.0,1.0,0.24,0.92,97.6
b,cot_xl,Arabic,MID0333, الحِدَايِة ما بتِرمي كتَاكِيت,There's no such thing as a free lunch.,"Al-Heday: The Kite, a type of bird of prey that flies high in the sky. The proverb is from the environment, as the kite lives in rural areas where there are chicks, rabbits and chickens. The proverb means that bad things only come from other bad things, as the kite cannot leave a chick it has kidnapped easily and will rush to eat it or pass it on to its children before it is gone. This proverb is used for someone who gets something and no one can take it from him easily.",True,"Al-Heday: The Kite, a type of bird of prey that flies high in the sky. The proverb is from the environment, as the kite lives in rural areas where there are chicks, rabbits and chickens. The proverb means that bad things only come from other bad things, as the kite cannot leave a chick it has kidnapped easily and will rush to eat it or pass it on to its children before it is gone. This proverb is used for someone who gets something and no one can take it from him easily.","When the kite is in a hurry, it will abandon its chicks.",The kite's nesting behavior is meant to illustrate the dangers of overindulgence.,"The kite is a symbol of prosperity, and this proverb is used to welcome good fortune.",A,"When the kite is in a hurry, it will abandon its chicks.","The kite is a symbol of prosperity, and this proverb is used to welcome good fortune.",The kite's nesting behavior is meant to illustrate the dangers of overindulgence.,"[""When the kite is in a hurry, it will abandon its chicks."",
""The kite is a symbol of prosperity, and this proverb is used to welcome good fortune."",
""The kite's nesting behavior is meant to illustrate the dangers of overindulgence.""]",1.0,1.0,0.14,0.85,95.5
b,cot_xl,Arabic,MID0334, الخُنِفسَانِة شَافَت ابنَها على الحِيط قالت: يسلَم لِي بَيَاضَك على سَوادِ الحيط.,Beauty is in the eye of the beholder.,"A beetle is a dark black insect that lives at the edges of houses and in the open areas. It can sneak into houses and walk on walls easily. This beetle once saw her little son walking on the wall and she got confused, thinking he was the white one and the whole wall was black. So she said her famous saying. This proverb is used for someone who considers what he does to be the best and right, unlike what others do. It is similar to this proverb: ""No one sees his oil cloudy.""",True,The beauty is in the color of the wall.,Only the white one can see the world in its true colors.,"A beetle is a dark black insect that lives at the edges of houses and in the open areas. It can sneak into houses and walk on walls easily. This beetle once saw her little son walking on the wall and she got confused, thinking he was the white one and the whole wall was black. So she said her famous saying. This proverb is used for someone who considers what he does to be the best and right, unlike what others do. It is similar to this proverb: ""No one sees his oil cloudy.""",People are often deceived by the appearance of their own children.,C,The beauty is in the color of the wall.,People are often deceived by the appearance of their own children.,Only the white one can see the world in its true colors.,"[""The beauty is in the color of the wall."", ""People are often deceived by the appearance of their own children."", ""Only the white one can see the world in its true colors.""]",1.0,1.0,0.11,0.9,97.0
b,cot_xl,Arabic,MID0335,عادة بتغير عادة," Out with the old, in with the new.",It is said to someone who has a bad habit and advises him on how to give it up.,True,"When moving into a new home, one should discard their old furniture to make way for the new pieces.","It's a proverb that advises on the importance of being open to new ideas, even if they contradict one's previous thoughts.",One should immediately get rid of their old clothes and accessories to make room for new ones.,It is said to someone who has a bad habit and advises him on how to give it up.,D,One should immediately get rid of their old clothes and accessories to make room for new ones.,"It's a proverb that advises on the importance of being open to new ideas, even if they contradict one's previous thoughts.","When moving into a new home, one should discard their old furniture to make way for the new pieces.","[""One should immediately get rid of their old clothes and accessories to make room for new ones."", ""It's a proverb that advises on the importance of being open to new ideas, even if they contradict one's previous thoughts."", ""When moving into a new home, one should discard their old furniture to make way for the new pieces.""]",1.0,1.0,1.0,0.83,94.9
b,cot_xl,Arabic,MID0336, بتعَايرُوا والعَار فِيكُو,People in glass houses should not throw stones.,"Jeering: It is to mention a person's faults face to face and in front of his friends, and women usually use this method. A person may Jeer another person for the same thing or shame that exists in him, and this is one of the very vile methods. The poet said: Do not forbid a behavior and then do the same... Shame on you if you do it is great. This proverb is used for someone who Jeers persons for faults he already has.",True,People in glass houses should not throw stones because it might shatter the glass.,The phrase is warning people with fragile hearts not to throw stones.,"Jeering: It is to mention a person's faults face to face and in front of his friends, and women usually use this method. A person may Jeer another person for the same thing or shame that exists in him, and this is one of the very vile methods. The poet said: Do not forbid a behavior and then do the same... Shame on you if you do it is great. This proverb is used for someone who Jeers persons for faults he already has.",It's an advice to people who have a history of being physically attacked to not attack others.,C,People in glass houses should not throw stones because it might shatter the glass.,The phrase is warning people with fragile hearts not to throw stones.,It's an advice to people who have a history of being physically attacked to not attack others.,"[""People in glass houses should not throw stones because it might shatter the glass."", ""The phrase is warning people with fragile hearts not to throw stones."", ""It's an advice to people who have a history of being physically attacked to not attack others.""]",1.0,1.0,0.17,0.88,96.4
b,cot_xl,Arabic,MID0337, بَدَّلُوا غُزلانها بِقروُدها,A falling master makes a standing servant.,"The gazelle and the monkey are fast and active animals, but there is a big difference between them in appearance. The gazelle is well-known and the monkey is well-known, and when the gazelle is replaced by the monkey, it will be a great loss. This proverb is used when the beautiful is replaced by the ugly.",True,"The gazelle and the monkey are fast and active animals, but there is a big difference between them in appearance. The gazelle is well-known and the monkey is well-known, and when the gazelle is replaced by the monkey, it will be a great loss. This proverb is used when the beautiful is replaced by the ugly.",This proverb warns about the dangers of animal migration.,The animals are talking about the importance of physical strength.,A falling master makes a standing servant when someone is too lazy to work.,A,The animals are talking about the importance of physical strength.,This proverb warns about the dangers of animal migration.,A falling master makes a standing servant when someone is too lazy to work.,"[""The animals are talking about the importance of physical strength."", ""This proverb warns about the dangers of animal migration."", ""A falling master makes a standing servant when someone is too lazy to work.""]",1.0,1.0,0.2,0.93,97.9
b,cot_xl,Arabic,MID0338, بعد ما انقرصت احترصت.,A burnt child dreads the fire.,It is said when a person is let down and becomes cautious after it is too late.,True,This proverb is a warning to children about the dangers of playing with fire and the consequences of their actions.,A person who has been scolded by their parents will have a lifelong fear of fire in the home.,"The burnt child will eventually become a great firefighter, brave enough to confront the flames.",It is said when a person is let down and becomes cautious after it is too late.,D,A person who has been scolded by their parents will have a lifelong fear of fire in the home.,This proverb is a warning to children about the dangers of playing with fire and the consequences of their actions.,"The burnt child will eventually become a great firefighter, brave enough to confront the flames.","[""A person who has been scolded by their parents will have a lifelong fear of fire in the home."", ""This proverb is a warning to children about the dangers of playing with fire and the consequences of their actions."", ""The burnt child will eventually become a great firefighter, brave enough to confront the flames.""]",1.0,1.0,1.06,0.88,96.4
