Sample_ID,source_text,english_translation,Cultural_Context
MID0366,الباب إلى يجيك منو الريح سدو واستريح,If you are always dwelling in trouble change the address.,"The wind means troubles, problems and difficulties, and as long as its door is open, it will continue to hit you from every side. Sometimes we forget to describe this door and the type of problems it brings, so the suffering and pain last longer."
MID0367,الحجرة من عند لحبيب تفاحة.,A cheerful look makes a dish a feast,The proverb means that what the person you love gives you is of great value to you.
MID0368,الدار محلولة والمرأة مختولة ,Trouble never comes alone,"(The house is open, and the wife is crazy). It is said when disasters befall a person, and he cannot bear the misery any longer than he is in, and this happens in the worst of circumstances."
MID0369,الذي خرج من داره قل مقداره,"east or west, home is best.",A person who leaves his home loses his value.
MID0370,الصحبة صحبة والنية مكاش.,A fair-weather friend.,A friend who you do not know his intention.
MID0371,العدوة مزاح.,There is an excess of familiarity at the root of all hostilities.,"When a person feels hatred towards another person and cannot confront him, he tries to show what is in his heart by saying it through joking."
MID0372,الفايدة والمايدة,Two birds with one stone,The proverb is used to describe the combination of two good things.
MID0373,الكلام الزين يخلص الدين ,A soft answer turns away wrath ,"A kind word comforts and pleases, even if it is a compliment."
MID0374,اللي باعك بالفول بيعه بقشوره,Fight fire with fire.,These proverbs convey the idea of responding to wrongdoing with an equally strong or even stronger response.
MID0375,اللي بغات الزين تضرب على تخراق الوذنن,"He who gathers honey, must suffer the stings",Those who want to adorn themselves must endure their piercing to wear earrings.
MID0376,اللي بغاها قاع خلها قاع,"Grasp all, lose all",It means that a person who aspires to have everything without compromising anything may end up losing everything.
MID0377,اللي حدى القدرة ينطلى بحمومها ,Bad company corrupts good character,"""Qudra"": A pot used to cook food that may leave behind residue or blackness. The proverb suggests that being close to something or someone bad can make you affected or similar to them, even if you don't intend to."
MID0378,اللي عضو الحنش يخاف من الحبل,"Once bitten twice shy.
A burnt child dreads the fire","The proverb means that whoever is harmed by something fears everything similar to that thing, and all the circumstances of that situation that frightened him or caused him loss."
MID0379,اللي عندو الساقية يشرب من ماها ,Take benefit from what you have,The proverb means that whoever has a resource or means to achieve his goal can benefit from it directly.
MID0380,اللي غزلناه ولى صوف,We lost all what we have done ,The proverb means that the work or effort put into something was in vain or did not achieve the desired results.
MID0381,اللي ما رضى خببزة يرضى بنصها ,Half a loaf is better than no bread,It is an example of a person who is not satisfied with what God has destinied for him and is forced to accept less in the end.
MID0382,اللي ما عندو فلوس كلامو مسوس ,A poor man’s tale cannot be heard,"It means that someone who has no money, “his words are inaudible and worthless (like food without salt).”"
MID0383,اللي مكتوب ما منو هروب,"What must be, must be",What Allah has destined for you is what will happen and there is no escape from it.
MID0384,المحبة تجي بالكيف ماشي بالسيف,"True love comes from the heart, not from coercion.",This means that love is not forced and should be true and deep from the heart.
MID0385,المرا بلا والد، كالخيمة بلا وتاد ,Sons are old age shelter,"The proverb refers to the importance of children in a woman's life, and compares a woman who does not have children to a tent that lacks a peg, which is the pole that holds the tent together and enhances its stability."
MID0386,المرا تخاف من الشيب كيف النعجة تخاف من الديب,Woman fears age,It expresses that a woman is afraid of gray hair (age) as a sheep is afraid of a wolf.
MID0387,المظاهر الخدّاعة,Looks can be deceiving.,Many proverbs and popular sayings range from wisdom to sarcasm and even guide people on how to judge people or events with insight and reason.
MID0388,المكسي بمتاع الناس، عريان ,He who depends on others' wealth is always poor.,"This proverb applies to anyone who takes possession of someone else's property to enjoy it and be proud of it, but sooner or later it will be taken away from him. The proverb advises us to be content with what is rightfully ours."
MID0389,"الهدرة بين اثنين والثالث بلا وذنين
",Don't poke your nose into others' affairs.,"The proverb means that if there is a conversation between two people, the third party should not interfere in between them to know what they are saying. This proverb is said to a curious person who wants to know everything, including things that do not concern him."
MID0390,الي فاتو زمانو ما يطمع في زمان الناس,"Act your age, not your shoe size.","This proverb expresses that an old man should not act like younger people, as this is not appropriate for him. He cannot imitate them, as each generation has different ideas and behaviors from the next generation. When the elderly try to imitate young people, they appear inappropriate. They should appreciate their age and the stage they have reached."
MID0391,بات في الغيظ ولا تبات في الندامة ,It is better to be in safe than sorry,"When a person suppresses his anger in his chest, he will suffer a lot, but that is much easier than a person committing a foolishness that costs him dearly and he regrets it when regret is of no use to him."
MID0392,تبع الكذاب الى باب الدار,go along with a liar,"The proverb indicates that a liar cannot continue to deceive others for long, and that he will eventually expose himself."
MID0393,جارك القريب خير من خوك البعيد,Give a hand to the nearest,It means that a close neighbor who lives next door to you and shares your daily life can be more connected than a distant sibling who may be distant physically or emotionally.
MID0394,جوز على الواد الهادر ولا تجوز على الواد الساكت.,"Cross the loud river but don’t cross the silent one"".",The proverb suggests that dealing with a person who expresses himself clearly is more straightforward and easier to solve problems with than a person who does not speak and does not clarify his problems.
MID0395,حبيبك من يشاركك فالفرح والقرح. ,A friend is someone who shares your happiness and your pains.,"It means that the real person who loves you is the one who shares all aspects of your life with you, whether in happy times (joy) or difficult times (sorrow)."
MID0396,حريق بداني ولا فراق أوطاني,"East or west, home is the best",The proverb means that a person would rather endure personal pain or harm than be exposed to circumstances that would lead to losing or being separated from his homeland.
MID0397,حوتة ومطلية بالزيت,Cunning as a fox.,He is very evasive and cunning and uses tricks.
MID0398,حوحو يشكر روحو ,Don't brag about yourself let others praise you,It is said to someone who praises and thanks himself as a form of bullying.
MID0399,دفنوك بعيد يارسول الله.,My hands are tied,The proverb is used to describe everything a person desires but cannot do or achieve.
MID0400,سر اتنين يعرفوه الفين,"A secret for two, soon a secret for nobody """,The proverb means that a secret known by only two people can become known to thousands of people.
MID0401,شوف المرا واخطب بنتها,"like mother, like daughter ","The proverb expresses the importance of noticing the family manners when choosing a life partner. It means that the mother's assessment, or the parents' character, in general, can be an indicator of how children will be raised and their characteristics."
MID0402,صام عام وفطر على جرادة,"The effort is big, but the reward none","Used to indicate a great deal of effort or a long wait, which ends in little or no result."
MID0403,طاح الطبل في ضرابو,Birds of feather flock together ,The proverb is used to express the compatibility between two things.
MID0404,طوال الخيط ما هو خياط,Empty vessels make the most noise.,The proverb expresses someone who boasts about his knowledge of all things that do not concern him or his work and appears ignorant in front of people.
MID0405,عدو عاقل خير من صاحب جاهل. ,A sensible enemy is better than a narrow-minded friend ,It suggests that a wise adversary can be more manageable or less harmful compared to a foolish friend who might cause problems due to their lack of knowledge or insight.
MID0406,علمته الصلاة فاتني في الجامع.,I taught him to swim he tried to drawn me.,This proverb is used to express that a weak person is robbed and treated unjustly by people.
MID0407,قول كلام الخير ولا اسكت خير,Speak kindly or refrain from talking. ,The proverb encourages using positive and beneficial language and advises against saying anything that could be hurtful or unnecessary.
MID0408,قيس قبل ما تغيس , Look before you leap.,The proverb means you should assess and think things through carefully before making a decision or taking action.
MID0409,كل تعطيلة فيها خيرة. ,Good things come to those who wait.,The proverb means that every setback or delay may have a hidden benefit or positive outcome. It suggests that what might initially seem like a negative situation could actually bring about good results or valuable lessons in the end.
MID0410,كل خنفوس في عين امه غزال,The beauty is in the eye of the beholder.,"It means that people tend to view their loved ones or those they cherish in an idealized or exaggerated way, regardless of their actual qualities."
MID0411,كي نشوف هم الناس ننسا همي. ,"When I think of the other’s misfortunes, I forget mine."" ","That means when I get tired of life and see poor and miserable people, I forget my problems and thank god for that."
MID0412,لي خاف سلم. ,The one who shows his fears ensures his salvation.,That means don't involved in dangerous situations to stay safe.
MID0413,مالقاوش في الذهب عيب قالو كي يلمع يوجع العينين,One would find a fault with a fat goose.,"It highlights how people sometimes seek flaws or criticize even the most beautiful things, just for the sake of criticism."
MID0414,مع من شتك شبهتك ,A man is known by the company he keeps,"One of the popular proverbs that people use, which includes an urging to avoid bad company and seek the company of good people."
MID0415,مو كل خضرة حشيش,All that glitters is not gold.,It means that not everything that looks good or appealing is truly valuable or useful. 
MID0416,هرَبْت من قطّاع الرّيوس طحت في وكّال ابن آدم,Out of the frying pan into the fire., This proverb is said about a person who flees from bad and falls into worse.
MID0417,وقيّة زهر خير من قنطار فهامة ,Better to be lucky than smart.,"Arabs believe so much in luck as a factor of success in life that they put it before an individual's self-worth. It highlight the importance of luck or chance in achieving success, sometimes even more than intelligence or ability."
MID0418,وين يبان خيطك في البردعة.,A fool's errand.,A proverb used to mock and despise a person’s actions or condition in front of others.
MID0419,يد واحدة ماتصفق, It takes two to tango. ,The proverb highlights the importance of collaboration and the need for joint efforts to achieve goals.
MID0420,يربى فم الجرح، ما يربى فم العار,Many words hurt more than swords,"It is used to criticize hurtful and influential words that leave their mark for years, unlike the wound that only takes a few days to heal."
MID0421,يرقد بعين واحد كي الذيب,Sleeping with one eye open.,This proverb is said to indicate a person's cunning and deceit.
MID0422,أنا ويّاك والزمن طويل,There's no getting away from me., This proverb is said as a threat to take revenge on the aggressor.
MID0423,إذا في خير، ما كان تركه الطير.,Good things don't get left behind.,It means that things that others do not need is of no benefit or use to you.
MID0424,إذن من طين وإذن من عجين.,Turn deaf ear.,This proverb is said to describe the careless people who do not listen to the advice and guidance of others.
MID0425,ابن الحرام بيساويها وابن الحلال بيوقع فيها,Sometimes the innocent suffer with the guilty.,The proverb means that the innocent person always bears the mistakes and consequences of what the guilty person does.
MID0426,ابن الديب ما بيتربّى,The apple doesn't fall far from the tree.,The wolf will only be a fierce and harmful wolf when it grows up. This proverb is said to someone who tries to change a person’s inherent character or traits.
MID0427,اختلط الحابل بالنابل,It's like a circus.,"The literal meaning of the proverb is that in battle, those who throw spears and those who shoot arrows mix, and the proverb is used figuratively to express crowding, noise, and the rapid mixing of things together."
MID0428,الأعور بين العميان ملك,"in the land of the blind, the one-eyed man is king",A bad person looks good compared to someone worse than him.
MID0429,الإنسان حكيم نفسه,Knowing yourself is the beginning of all wisdom.,"Man is the most knowledgeable of all people about what harms and hurts him, and he is the most capable of protecting himself."
MID0430,الله خلق الدنية بسبع أيام, Rome wasn't built in a day.,The proverb urges patience and not to rush into a matter or work.
MID0431,المية -الماء- بتكذّب الغطّاس:,The proof of the pudding is in the eating.,"It is a famous proverb in the Levant and Egypt as well, and it means that the test shows the truth of the statements and claims, and it is similar to the proverb that says: They told him the soldier is jumping over the wall, they were told this soldier and this wall."
MID0432,باب النجّار مخلّع,The shoemaker's wife is ill shod ,"The proverb describes someone who provides services to others, helps them, and does not help himself."
MID0433,بات مظلوم ولا تبات ظالم,"Better suffer ill, than do ill.",It is better to be oppressed than to be an oppressor. The proverb urges avoiding oppressing people.
MID0434,باردة مبرّدة,Gift horse in the mouth.,It is said about something that a person obtains without effort or hard work.
MID0435,بدّه من الدواق رطل وأربع واق,Give him an inch and he take a mile.,The proverb is said of the greedy person who is never satisfied and wants more in everything.
MID0436,بكينا لعمينا ومشينا لحفينا,The path to success is paved with difficulty.,"A proverb for someone who does not reach his goal except after effort, suffering and torment."
MID0437,بندوراية ممخمخة بتنزع سحّارة,One bad apple spoils the whole bunch.,The proverb means that one bad friend can spoil the rest.
MID0438,تغدّى فيه قبل ما يتعشّى فيك,Get your blow in first.,Attack him before he attacks you.
MID0439,تيتي تيتي متل ما رحتي متل ما جيتي,Came back empty-handed.,A proverb to express failure to change something or fulfill a need. It is said when one fails in his endeavor.
MID0440,حبل الكذب قصير,A lie has no legs.,One of the famous popular proverbs that indicates that lies are quickly exposed and can never be hidden. This proverb is also famous in all the countries of the Levant and in Egypt.
MID0441,شو بتعمل الماشطه بهالوش العكر.,Putting lipstick on a pig.,This proverb is used to describe an ugly woman who is not helped by beautification.
MID0442,طنجرة ولقت غطاها,birds of a feather flock together.,"One of the famous Syrian proverbs, it is said when two peopl with similar in character, behavior, and thinking, agree in something, whether they are right or wrong, good or bad. The equivalent of this proverb in classical Arabic is the proverb: “A can agreed with its plate.”"
MID0443,عصافير بطني عم تزقزق ,Hungry enough to eat a horse.,It is said to indicate great hunger.
MID0444,فولة وانقسمت نصين,As like a two peas in a pod.,A proverb is used to describe a strong relationship between two people or a similarity between two people.
MID0445,كترة الأيادي بتحرق الطبخة,Too many cooks spoil the broth,The proverb is said when opinions differ on how to implement something.
MID0446,كترة المال بتشغل البال,"More money, more problems.","The proverb reflects the idea that money does not always guarantee happiness or peace of mind, but may bring with it challenges and anxiety."
MID0447,كل الطرق بتودي للطاحون,All roads lead to Rome.,"In this context, the mill refers to the inevitable end result so the proverb means that no matter how different the methods and means used, the end result will remain the same."
MID0448,كل شي ممنوع مرغوب,Forbidden fruit is sweet.,"This proverb reflects how prohibitions can make people seek out what is forbidden even more, because of the attraction that the prohibition gives to the matter."
MID0449,كل عقدة وإلها حلاَّل,Every problem has a solution.,"This proverb is used so that no one will despair, no matter what the problems are. There is no problem without a solution. Rather, there is someone who can solve it, and the faithful person is the one who leaves the solution to his problems to God. The proverb may be used to praise the intelligence of someone who is able to solve the problem."
MID0450,كلنا بالهوى سوى,We're on the same page.,The word (passion) is metaphorical and means (we are all equal in this matter).
MID0451,ما في دخان بلا نار,There is no smoke without fire.,The proverb means that there must be a reason or truth behind rumors or speculations that talk about someone or something in a negative way.
MID0452,متل أمل ابليس بالجنِّة,When pigs fly!,"The proverb is said about someone who falsely and slanderously demands what is not his right, using all means, even if they are despicable, to achieve his goal and desire."
MID0453,مثل الهم عالقلب,a drug on the market.,It is used to express the large number of women and girls for those who want to marry.
MID0454,يلّي فات مات,Let bygones be bygones.,A traditional proverb that expresses tolerance and forgetting the past. It is concerned with the meaning of not paying attention to the past and regretting what has passed.
MID0455,أعور ببلاد العميين ملك,"in the land of the blind, the one-eyed man is king",The bad one looks good compared to worse.
MID0456,ألماينوش العنب يكول عنه حصرم,They would find a fault with a fat goose.,It means that the person who cannot climb to pick grapes claims that he does not want to because they are not ripe (sour). The proverb is used to describe someone who is unable to obtain something and claims that he does not want it.
MID0457,إجاك الموت یا تارك الصلاة,Your sins have caught up with you ,"This proverb is said to describe an abusive person who has gone too far in his abuse and thought that there would be no punishment or deterrent for him, and suddenly the strict and decisive punishment comes quickly."
MID0458,اجفي الجرّة على ثمها والبنية على ذيل أمها,Like mother like daughter,It is said that a girl should follow her mother's morals.
MID0459,اجه يكحلها عماها,Gild the lily.,"It is said when one person is unable to help another solve a problem, and may even make the problem more complicated."
MID0460,اصبر عالحصرم تاكل عنب.,Good things come to those who wait.,This proverb is used to describe long-term patience in order to achieve one's goal.
MID0461,اكسر البصله واشتمّها والبنيه على ذيل أمها,Like mother like daughter.,It is said that the girl imitates her mother's character.
MID0462,"الغايب عذره وياه
",The absent party is not faulty.,It is used to mean not rushing to hold someone accountable until he arrives and know the reason for his delay.
MID0463,"الغركان يجلب بالحشيش
",A drowing man will catch at a straw.,"The origins of the proverb: (The drowning man clings to every grass) / (The drowning man leans on straw), the latter was common among the common people of Egypt in the eleventh century AH and (The drowning man clings to the grass) was common among the common people of Baghdad in the thirteenth century AH.
This proverb means that the drowning man tries to cling to anything he finds, even if it is grass floating on the surface of the water, or to cling to the tails of his clothes, thinking that these attempts will save him from drowning, but his desperate attempts do him no good."
MID0464,القرد بعين أمة غزال,"Beauty is in the eye of the beholder.
","The proverb is said to express a mother's love for her children, as she does not see any faults in them, even if people see the opposite."
MID0465,اللي تلدغة الحية يخاف من جرد الحبل.,"Once bitten, twice shy.",Anyone who has been betrayed is afraid of everything around him.
MID0466,الما يعرف يرگص يگول الگاع عوجة.,Poor craftsman blames his tools.,People who can't finish their work successfully blame things around them. (He who can't dance says the floor is upside down.)
MID0467,المسامح كريم,"Forgiveness is the attribute of the strong. / To err is human, to forgive is divine","The proverb means that the one who forgives, pardons, and overlooks the mistakes of others has generous qualities, because they are praiseworthy qualities that a person possesses."
MID0468,الي ما یلوح العنب یگول حامض,He/ She would find a fault with a fat goose. ,"The proverb means that if someone is unable to reach the grapes on the tree because he is short, ill, or anything else, he will claim that the grapes are sour to justify his failure and preserve his pride."
MID0469,اليدري يدري والمايدري گضبة (قبضة) عدس.,One half of the world doesn’t know how the other half lives.,This proverb is used when a person is judged by the appearance of things and ignores their reality.
MID0470,بزونه أم سبع ترواح,A cat has nine lives.,It is said about the one who is always safe from misfortunes that he is like a cat that has seven lives.
MID0471,تيتي تيتي مثل ما رحتي جيتي.,Came empty-handed.,"It means we went and came back as we left, without any benefit or achievement."
MID0472,رجع أيد من وره وأيد من كدام,Came away empty-handed.,Indicates that the person has returned without making any profit.
MID0473,عبد يكول لعبد وجهك اسود,The pot calling the kettle black.,"The story of the proverb: It is said that two crows had a quarrel and met each other, so they began to jeer each other, and each one of them jeered the other for the blackness of its face, not knowing that both of them have black faces, but rather believed that the blackness was on the face of the crow facing it because it did not see its own face. There was a third crow was listening to this jeering, so it told them that both of them are black, and this saying became a proverb. It is used for those with bad character jeer each other."
MID0474,كل ما جاله يمشي ليوره مثل بول البعير,"One step forward, two steps back.",It is said about a failed person that he continues to decline in his work.
MID0475,لا تبيع السمجه و هيه بلشط,Don't sell the skin before you've caught the bear.,Do not sell something that you do not yet own; it is like a fish that you cannot sell until you have caught it and it is still in the river.
MID0476,لنار تخلف رماد,Fire could leave ashes behind.,"A good father may have bad children, just as fire leaves ashes"
MID0477,مثل بلاع الموس, Between a rock and a hard place.,"It is said about a person who cannot disclose his problem to avoid scandal that he is like someone who swallowed a knife, which will hurt him in both cases if he wanted to spit it out or continue swallowing it."
MID0478,مو كل عصفور ينكال لحمه,All flesh is not venison,A proverb is used to describe something that is difficult to obtain.
MID0479,يتعلّم الحجامة بروس اليتامة.,A burnt child dreads the fire.,This proverb is used to describe a person who exploits poor people to carry out several failed experiments.
MID0480,بياكل أكل الوحوش,Eats like a pig.,"Depicting a person who has a strong appetite for food, and mocking him."
MID0481,أبوه بصل وأمه توم، ومنين بدها تجي الريحة الطيبة,The apple doesn't fall far from the tree. ,"The proverb means that nature prevails over nurture, that whoever resembles his father is not wronged, and that (the blame is not on you, but on those who raised you), and on the environment and upbringing in which you were raised."
MID0482,أكل الأخْضَر واليابس,Devoured everything ,The proverb refers to a gluttonous and very greedy person.
MID0483,أكلا عَ بارد المستريح (أو باردة، أو عَ البارد).,Lucky breaks.,"These proverbs capture the idea of ​​achieving success or obtaining something with little or no effort, often due to luck or favorable circumstances."
MID0484,الدم ما بيصير مي.,Blood is thicker than water.,The proverb expresses the strength of the bonds of relations between relatives and blood ties and blood ties will inevitably prevent the spread of enmity and the severing of relations between them no matter what happened.
MID0485,حَدا بيشتري سمك ببحر؟,Buy a pig in a poke.,"This proverb is said when someone sells to another a product that he has not seen, or the seller does not want to show it to him, or he may promise to show it to him later, and asks him to set a specific price for it. Just as you cannot sell or buy fish while it is in the sea, you cannot buy something without seeing it and evaluating it. This proverb is used when you are wanted to express your opinion on something that you have not tried or seen."
MID0486,غِيب عن العَيْن تِحلا,Absence makes the heart grow fonder,The distance or absence can enhance the value or sweetness of the person or thing in the eyes of others.
MID0487,وِجّو بيقطع الرزق,a jinx on the house,This phrase is said to refer to the unlucky people.
MID0488,يلي بيتو من زاز ما بيرشيء الناس حجارة.,People who live in glass houses shouldn't throw stones ,He who lives in a glass house should not throw stones.
MID0489,أرقد دافي تصبح متعافي.,A stitch in time saves nine.,"This proverb is san equivalent to ""prevention is worth a pound of cure"" and suggests the necessity of sleeping in a warm place to maintain a good health and avoid illness."
MID0490,أش خاصك ألعريان خاتم أمولاي.,Don't put the cart before the horse.,This proverb refers to someone seeks luxuries while he does not have the basics and necessities of life.
MID0491,أكل ونوم وجعله بالقوم.,Filling tummy and spending money.,"The proverb describes a person who does nothing but eat and sleep, and is said about a lazy person, and is used to denounce unemployment."
MID0492,ألمزوق من برا أشخبارك من داخل؟,All that glitters is not gold.,It is used sarcastically when a person sees something that has a beautiful appearance but ugly inside.
MID0493,أمارت الدار على بابها.,You can tell a book from its cover.,This proverb is used to argue that the cleanliness and condition of a place from the inside is evident from what it looks like from the outside.
MID0494,إيلا كان حبيبك عسل، لاتلعقوش كامل.,Don’t abuse the kindness of a friend.,This proverb urges maintaining a good relationship with the people you love and not to try to exploit their kindness and appreciation for you.
MID0495,اشتري العقار من وارث ملاقيه ولا تشتريه من مالك بانيه.,Something for nothing.,This proverb is said to someone who wants to get something from someone else easily without tiring himself out.
MID0496,اصبر لكل مصيبة وتجلًّدِ واعلم بأن الدهر غير مُخَلدِ., Good things come to those who wait.,This proverb urges patience in the face of adversity.
MID0497,البكا ورا الميت خسارة.,Don't cry over spilled milk.,This proverb is used to advise someone to stop crying over what they have missed.
MID0498,الدي مليح والسكات أحسن منو.,"Speech is of time, silence is of eternity.",The proverb discusses that silence is better than talking no matter how nice is it.
MID0499,العين بالعين والسن بالسن,A life for a life.,"The proverb suggests that when an injustice or crime is committed, the appropriate punishment should be equal to the injustice committed. The origin of this concept can be traced back to ancient Arab law and religious teachings in Islam and some other ancient cultures."
MID0500,الفقيه اللي عملناه إقابل الجامع عاد فالحصاير طامع.,Give him an inch and he'll take a mile.,"This proverb is said about a person you thought well of, but he deserves you to think badly of him."
MID0501,الكوكه تعايب على أم زِرْ,Let he who is without sin cast the first stone.,"This proverb refers to the woman who criticizes people even though she has many flaws, like an ugly woman (Kuka) who criticizes someone a one-eyed woman."
MID0502,اللسان مافيه عظم.,Think before you speak.,This proverb urges being caution and think wisely before talking.
MID0503,اللي أمه في الدار قرصه حار.,A mother's love is the best care.,The proverb means that whoever has a mother who takes care of himis better off than others who have not.
MID0504,اللي رجله في المويه ما هو زي اللي رجله في النار,It's easier to give advice than to take it.,The proverb means that a person who is in a safe situation cannot truly understand or feel the suffering or difficulty of someone who is in a serious problem or danger.
MID0505,اللي ما يطول العنب حامضًا عنه يقول.,Sour grapes.,It is said to justify failure to obtain something.
MID0506,اللي ما يقنع ما يشبع.,A greedy man is always in want.,"This proverb discusses the greed, as greedy people never be satisfied."
MID0507,النار ما تورِّث إلا الرماد., A black sheep of the family.,"This proverb is used to describe people who do not observe noble values ​​and customs, unlike their parents who were well-known for them and had a high social status among people."
MID0508,امدح صاحبك مع الناس، ولومو الراس فالراس.,"Praise publicly, criticize privately.","This proverb is used to illustrate the necessity of supporting a friend in the among strangers, never blaming him for anything, and reprimanding him secretly."
MID0509,بصلة الحبيب عند المحب خروف,A cheerful look makes a dish a feast,"The proverb is a clear expression that if someone you love give you an onion, you will consider it as a sheep."
MID0510,تحلف لي أصدقك أشوف افعالك استعجب,Better to see something once than to hear about it a thousand times.,The proverb refers to the contradiction and hypocrisy between words and actions as a source of astonishment or disapproval.
MID0511,جاور السعيد تسعد.,Happiness is contagious.,This proverb indicates that a happy neighbor or friend spreads happiness to those around him.
MID0512,جيت نعاونو فقبر باه هرب لي بالفاس.,Bite the hand that feeds him.,It is said to someone who helped you but he wronged you.
MID0513,خدم باطل ولا تبقى عاطل.,Half a loaf is better than none.,It is better to work for little or no pay than to remain unemployed.
MID0514,خيرها في غيرها.,The best is yet to come.,"This proverb is used for someone who missed out on something that was not destinied, and perhaps good things are coming. It contains optimism about the future, and is like a hope that the coming things will be better."
MID0515,ذيل الكلب ما ينعدل.,A leopard can't change its spots.,"This proverb is used for people who insists to commit fault for many times, despite promising not committing them again."
MID0516,شْحَال مَا طَالْ اللِّيلْ كَيْطْلَعْ النّهار.,The darkest hour is just before the dawn.,A proverb that expresses optimism and hope.
MID0517,ضرب الحديد ما حدو سخون.,Strike while the iron is hot,This proverb emphasizes the importance of taking advantage of opportunities while they are available before losing them.
MID0518,طاح الفاس بالرأس.,The die is cast.,This proverb is said to a person who has a problem that he cannot get rid of.
MID0519,عند رخصو تخلي نصو.,You get what you pay for.,"If you buy something cheap, know that you will find half of it spoiled."
MID0520,غبر يا ثور على قرنك.,Cutting off one's nose to spite one's face.,"This proverb refers to people who attempt to harm others through their actions, but in fact, they end up harming themselves more than anyone else."
MID0521,غشيم ومتعافي.,A bull in a china shop.,"The proverb describes the ignorant person with a strong body. This proverb is used to describe individuals who act forcefully in situations where such force will not be useful, due to poor judgment or a lack of understanding of the situation."
MID0522,فود عوجان.,He who goes out in search of wool often comes home shorn.,"This proverb is used to describe a person who returns to their family after a long absence in search of benefit, but instead of bringing something positive, they bring something harmful or detrimental. "
MID0523,قرصه في ناره وعينه على جاره.,The grass is always greener on the other side,"This proverb refers to the greed that may affect a person, which makes him greed to have what others have, without being content with his own livelihood."
MID0524,قطرة قطرة تيحمل الواد.,A journey of a thousand miles begins with a single step.,It means that great things start small.
MID0525,قلبت جلايلها فوق راسها.,She dug her own grave.,This proverb is used to describe a woman who has caused herself to be exposed and bad talk has spread about her.
MID0526,قليل مداوم ولاكثير ومقطوع.,Consistency is the key to success.,"The proverb indicates that it is about consistency, not quantity."
MID0527,كلٍ يرى الناس بعين طبعه.,You see the world as you are.,"The proverb means that every person looks at others and judges them according to what is in his heart and his own intentions. The bad person sees all people as bad like him, while the good person sees all people as good like him."
MID0528,لا تشري حتى تقلب ولا تصاحب حتى تجرب., Look before you leap.,"The proverb emphasizes the importance of caution when making a purchase. It advises to thoroughly inspect and verify the product before buying. Additionally, it suggests being cautious about associating with individuals until you confirm their honesty and integrity."
MID0529,لا ينقل أخبارك إلا من داخل دارك., Beware of Greeks bearing gifts.,This proverb refers to being careful about who enters your home and not trusting anyone.
MID0530,لاشفت خطاها كبار فعرف انها رباضة.,All talk and no action.,This proverb is said to someone who says something he does not do.
MID0531,لبس قدك ايواتيك.,Stay in your lane.,"The proverb means that a person should act according to their abilities, circumstances, and statusand not acting pretentiouslyn."
MID0532,لكرش غرارة ورباطها عقل.,"Use your head, not your heart.",One should not give in to every desire but should think and control their passions.
MID0533,للي غلب يعف.,Strength lies in forgiveness.,The proverb is used to indicate that someone in a position of power should forgive and show mercy towards the weaker or defeated individuals. 
MID0534,للي فاتك بليلة فاتك بحيلة.,Listen to your elders' advice.,The proverb highlights the importance of respecting and valuing elders or people who are more experienced in life. These people provide us with valuable experiences and lessons.
MID0535,"لمعايرة فلوجه صابون, وفظهر طاعون.","A candle for God, a stump for the devil.","This proverb urges preventing backbiting and being keen on honesty and giving advice, no matter how harsh it is."
MID0536,ما عنده إلا الخرطي.,He is a phony.,It refers to a person whose talks in useless matters and a chatterbox from whom no benefit can be expected.
MID0537,ما كل مرة تسلم الجرة.,You cannot tempt providence and always triumph. / Don't push your luck.,"This proverb urges cautious and not to be negligent, based on previous successful experiences in the same matter."
MID0538,ما يسوى قشر بصلة.,A real dog.,"The proverb refers to the person who has no value, whose presence is not considered."
MID0539,مع من شفتك شبهتك.,Show me your friends and I'll tell you who you are.,Individuals are influenced and imitated by their friends.
MID0540,نفسه في رأس خشمه.,He flies off the handle,"The proverb is used to describe a person who is quick to anger, who becomes furious at the slightest thing that happens to him for any reason."
MID0541, أكيل شارب في زعمة الله ,Makes a fuss over nothing.,It is said about someone who always complains without any reason.
MID0542, إذا كدر الطباخين فَسَّدَ الحم ,Too many cooks spoil the broth.,Too many different opinions spoil the work. It's an equivalent for the saying: Too many hands in treatment will ruin it.
MID0543,أَحْس المَطارِح البَيْتْ ,Out of the frying pan and into the fire.,"This proverb refers to someone who goes home to rest from the hardships of work, but finds his home is full of problems."
MID0544,أنا واخي على ابن عمي، وأنا وابن عمي على الغريب.,Blood is thicker than water.,"This proverb shows that personal interest comes before the public interest, and that a person prefers himself over others. A person supports his brother against his cousin, as he is closer than his cousin, and he supports his cousin against the stranger people, as he is closer to him. This proverb shows that a person must care for his family and support them against those who oppose them, as the closest relatives are more deserving of kindness, so he should take priority."
MID0545,الحلاقين يتعلمون برؤوس الايتام.,A burnt child dreads the fire.,This proverb means that people do not care about someone who has no support and treat him like a testing ground.
MID0546,الصابر ظافر والمستعجل عاثر.,Haste makes waste.,The proverb is said to describe patience and the success pf the patient people.
MID0547,العال في ثمنه,You get what you pay for.,Al-Aal: The good thing. The proverb means that a good commodity is known by its price.
MID0548,العرق دساس,The apple does not fall far from the tree.,"The proverb means that nature prevails over nurture, that whoever resembles his father is not wronged, and that (the blame is not on you, but on those who raised you), and on the environment and upbringing in which you were raised."
