stage,variant,language,proverb,correct_meaning,raw_model_output,status,error,mcq_id,model,prompt,extracted_vote
audit,taxonomy-guided,,,,"The user is asking ""Which option is",,,taxonomy-guided_Arabic_1,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. No matter how someone dresses, it's the same person underneath.
B. Love is blind.
C. I wish I have the patience of a saint.
D. Tortoise has entered into a narrow-necked pot; now, getting out is a problem.",
audit,taxonomy-guided,,,,D,,,taxonomy-guided_Arabic_2,anthropic/claude-opus-4.8,"Which option is correct?

A. Kindness begets kindness.
B. Seeking-until-finding is how a woman looks for ingredients for stew.
C. Charity begins at home.
D. You cannot be successful in life and reach your goal without going through hardships.",D
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_Arabic_2,openai/gpt-5,"Which option is correct?

A. Kindness begets kindness.
B. Seeking-until-finding is how a woman looks for ingredients for stew.
C. Charity begins at home.
D. You cannot be successful in life and reach your goal without going through hardships.",
audit,taxonomy-guided,,,,,,,taxonomy-guided_Arabic_2,google/gemini-2.5-pro,"Which option is correct?

A. Kindness begets kindness.
B. Seeking-until-finding is how a woman looks for ingredients for stew.
C. Charity begins at home.
D. You cannot be successful in life and reach your goal without going through hardships.",
audit,taxonomy-guided,,,,"The user asks: ""Which option is",,,taxonomy-guided_Arabic_2,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Kindness begets kindness.
B. Seeking-until-finding is how a woman looks for ingredients for stew.
C. Charity begins at home.
D. You cannot be successful in life and reach your goal without going through hardships.",
audit,taxonomy-guided,,,,A,,,taxonomy-guided_Arabic_3,anthropic/claude-opus-4.8,"Which option is correct?

A. Like a needle, like a needle, one compiles falsehood; the day it is as big as the hoe one uses on a farm, that is the day it kills one.
B. Love is blind.
C. A literal meaning, advocating patience.
D. A bird in the hand is worth two in the bush.",A
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_Arabic_3,openai/gpt-5,"Which option is correct?

A. Like a needle, like a needle, one compiles falsehood; the day it is as big as the hoe one uses on a farm, that is the day it kills one.
B. Love is blind.
C. A literal meaning, advocating patience.
D. A bird in the hand is worth two in the bush.",
audit,taxonomy-guided,,,,,,,taxonomy-guided_Arabic_3,google/gemini-2.5-pro,"Which option is correct?

A. Like a needle, like a needle, one compiles falsehood; the day it is as big as the hoe one uses on a farm, that is the day it kills one.
B. Love is blind.
C. A literal meaning, advocating patience.
D. A bird in the hand is worth two in the bush.",
audit,taxonomy-guided,,,,,,,taxonomy-guided_Arabic_3,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Like a needle, like a needle, one compiles falsehood; the day it is as big as the hoe one uses on a farm, that is the day it kills one.
B. Love is blind.
C. A literal meaning, advocating patience.
D. A bird in the hand is worth two in the bush.",
audit,taxonomy-guided,,,,B,,,taxonomy-guided_Arabic_4,anthropic/claude-opus-4.8,"Which option is correct?

A. A bad workman always blames his tools.
B. The more one weeds kukù, the more it sprouts leaves; the more one tramples aṣẹro, the more it grows; the more one rails against Ògún, the more he thrives.
C. Whether the child will survive or not, let us rejoice with a person who has a baby. 
D. One does not come into this world without becoming something; what one does not know is what one will become.",B
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_Arabic_4,openai/gpt-5,"Which option is correct?

A. A bad workman always blames his tools.
B. The more one weeds kukù, the more it sprouts leaves; the more one tramples aṣẹro, the more it grows; the more one rails against Ògún, the more he thrives.
C. Whether the child will survive or not, let us rejoice with a person who has a baby. 
D. One does not come into this world without becoming something; what one does not know is what one will become.",
audit,taxonomy-guided,,,,,,,taxonomy-guided_Arabic_4,google/gemini-2.5-pro,"Which option is correct?

A. A bad workman always blames his tools.
B. The more one weeds kukù, the more it sprouts leaves; the more one tramples aṣẹro, the more it grows; the more one rails against Ògún, the more he thrives.
C. Whether the child will survive or not, let us rejoice with a person who has a baby. 
D. One does not come into this world without becoming something; what one does not know is what one will become.",
audit,taxonomy-guided,,,,"The user is asking ""Which option is",,,taxonomy-guided_Arabic_4,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. A bad workman always blames his tools.
B. The more one weeds kukù, the more it sprouts leaves; the more one tramples aṣẹro, the more it grows; the more one rails against Ògún, the more he thrives.
C. Whether the child will survive or not, let us rejoice with a person who has a baby. 
D. One does not come into this world without becoming something; what one does not know is what one will become.",
audit,taxonomy-guided,,,,B,,,taxonomy-guided_English_5,anthropic/claude-opus-4.8,"Which option is correct?

A. Some tas ks are not suited to everyone.
B. A person might be overcome by trouble or adversity when least expected.
C. No threat or danger should be regarded as small enough to dismiss and neglect.
D. If one insults the guinea fowl, the guinea fowl gets a headache.",B
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_English_5,openai/gpt-5,"Which option is correct?

A. Some tas ks are not suited to everyone.
B. A person might be overcome by trouble or adversity when least expected.
C. No threat or danger should be regarded as small enough to dismiss and neglect.
D. If one insults the guinea fowl, the guinea fowl gets a headache.",
audit,taxonomy-guided,,,,,,,taxonomy-guided_English_5,google/gemini-2.5-pro,"Which option is correct?

A. Some tas ks are not suited to everyone.
B. A person might be overcome by trouble or adversity when least expected.
C. No threat or danger should be regarded as small enough to dismiss and neglect.
D. If one insults the guinea fowl, the guinea fowl gets a headache.",
audit,taxonomy-guided,,,,"We are asked: ""Which option is",,,taxonomy-guided_English_5,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Some tas ks are not suited to everyone.
B. A person might be overcome by trouble or adversity when least expected.
C. No threat or danger should be regarded as small enough to dismiss and neglect.
D. If one insults the guinea fowl, the guinea fowl gets a headache.",
audit,taxonomy-guided,,,,C,,,taxonomy-guided_English_6,anthropic/claude-opus-4.8,"Which option is correct?

A. Anger accomplishes nothing; forbearance is the father of character traits; an elder who has forbearance has everything.
B. The wife was the one made love to, but it is the husband who got pregnant.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. Being upset for something that happened in the past.",C
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_English_6,openai/gpt-5,"Which option is correct?

A. Anger accomplishes nothing; forbearance is the father of character traits; an elder who has forbearance has everything.
B. The wife was the one made love to, but it is the husband who got pregnant.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. Being upset for something that happened in the past.",
audit,taxonomy-guided,,,,,,,taxonomy-guided_English_6,google/gemini-2.5-pro,"Which option is correct?

A. Anger accomplishes nothing; forbearance is the father of character traits; an elder who has forbearance has everything.
B. The wife was the one made love to, but it is the husband who got pregnant.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. Being upset for something that happened in the past.",
audit,taxonomy-guided,,,,"The user is asking ""Which option is",,,taxonomy-guided_English_6,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Anger accomplishes nothing; forbearance is the father of character traits; an elder who has forbearance has everything.
B. The wife was the one made love to, but it is the husband who got pregnant.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. Being upset for something that happened in the past.",
audit,taxonomy-guided,,,,C,,,taxonomy-guided_English_7,anthropic/claude-opus-4.8,"Which option is correct?

A. Bad people seem to succeed and get away with breaking rules or committing crimes.
B. One never knows how to negotiate the dark ness of a night that did not fall in one’s presence.
C. Each nation has its own culture.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",C
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_English_7,openai/gpt-5,"Which option is correct?

A. Bad people seem to succeed and get away with breaking rules or committing crimes.
B. One never knows how to negotiate the dark ness of a night that did not fall in one’s presence.
C. Each nation has its own culture.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",
audit,taxonomy-guided,,,,,,,taxonomy-guided_English_7,google/gemini-2.5-pro,"Which option is correct?

A. Bad people seem to succeed and get away with breaking rules or committing crimes.
B. One never knows how to negotiate the dark ness of a night that did not fall in one’s presence.
C. Each nation has its own culture.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",
audit,taxonomy-guided,,,,"The user asks ""Which option is correct",,,taxonomy-guided_English_7,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Bad people seem to succeed and get away with breaking rules or committing crimes.
B. One never knows how to negotiate the dark ness of a night that did not fall in one’s presence.
C. Each nation has its own culture.
D. No rule or principle is perfectly inflexible, permanent, or unchanging .",
audit,taxonomy-guided,,,,A,,,taxonomy-guided_English_8,anthropic/claude-opus-4.8,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. No illness can be more grave than that of the person who died.
C. The partridge meets its death on the dry season-marsh farm.
D. It can be very costly to always learn through one’s own mistakes.",A
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_English_8,openai/gpt-5,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. No illness can be more grave than that of the person who died.
C. The partridge meets its death on the dry season-marsh farm.
D. It can be very costly to always learn through one’s own mistakes.",
audit,taxonomy-guided,,,,,,,taxonomy-guided_English_8,google/gemini-2.5-pro,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. No illness can be more grave than that of the person who died.
C. The partridge meets its death on the dry season-marsh farm.
D. It can be very costly to always learn through one’s own mistakes.",
audit,taxonomy-guided,,,,"We are asked: ""Which option is",,,taxonomy-guided_English_8,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Just because something is good and enjoyable doesn’t mean you should have it in unlimited quantities.
B. No illness can be more grave than that of the person who died.
C. The partridge meets its death on the dry season-marsh farm.
D. It can be very costly to always learn through one’s own mistakes.",
audit,taxonomy-guided,,,,A,,,taxonomy-guided_English_9,anthropic/claude-opus-4.8,"Which option is correct?

A. To strike while the iron is hot is to act decisively and take an opportunity when it arises.
B. As long as the outcome is good, problems on the way don’t matter.
C. If love is shallow, people will find faults in each other.
D. You learn best from doing.",A
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_English_9,openai/gpt-5,"Which option is correct?

A. To strike while the iron is hot is to act decisively and take an opportunity when it arises.
B. As long as the outcome is good, problems on the way don’t matter.
C. If love is shallow, people will find faults in each other.
D. You learn best from doing.",
audit,taxonomy-guided,,,,,,,taxonomy-guided_English_9,google/gemini-2.5-pro,"Which option is correct?

A. To strike while the iron is hot is to act decisively and take an opportunity when it arises.
B. As long as the outcome is good, problems on the way don’t matter.
C. If love is shallow, people will find faults in each other.
D. You learn best from doing.",
audit,taxonomy-guided,,,,The user is asking which option is correct,,,taxonomy-guided_English_9,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. To strike while the iron is hot is to act decisively and take an opportunity when it arises.
B. As long as the outcome is good, problems on the way don’t matter.
C. If love is shallow, people will find faults in each other.
D. You learn best from doing.",
audit,taxonomy-guided,,,,A,,,taxonomy-guided_Yoruba_10,anthropic/claude-opus-4.8,"Which option is correct?

A. Entities with greater power or size experience more significant consequences when they fail.
B. One’s name is one’s bridle.
C. Dirt does not matter; only the sanitary inspector fusses.
D. Don't trust your enemies.",A
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_Yoruba_10,openai/gpt-5,"Which option is correct?

A. Entities with greater power or size experience more significant consequences when they fail.
B. One’s name is one’s bridle.
C. Dirt does not matter; only the sanitary inspector fusses.
D. Don't trust your enemies.",
audit,taxonomy-guided,,,,,,,taxonomy-guided_Yoruba_10,google/gemini-2.5-pro,"Which option is correct?

A. Entities with greater power or size experience more significant consequences when they fail.
B. One’s name is one’s bridle.
C. Dirt does not matter; only the sanitary inspector fusses.
D. Don't trust your enemies.",
audit,taxonomy-guided,,,,"The user asks: ""Which option is",,,taxonomy-guided_Yoruba_10,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Entities with greater power or size experience more significant consequences when they fail.
B. One’s name is one’s bridle.
C. Dirt does not matter; only the sanitary inspector fusses.
D. Don't trust your enemies.",
audit,taxonomy-guided,,,,D,,,taxonomy-guided_Yoruba_11,anthropic/claude-opus-4.8,"Which option is correct?

A. Those in need must accept what is available without complaint.
B. bluster one's way out
C. It is better to be in safe than sorry
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",D
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_Yoruba_11,openai/gpt-5,"Which option is correct?

A. Those in need must accept what is available without complaint.
B. bluster one's way out
C. It is better to be in safe than sorry
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",
audit,taxonomy-guided,,,,,,,taxonomy-guided_Yoruba_11,google/gemini-2.5-pro,"Which option is correct?

A. Those in need must accept what is available without complaint.
B. bluster one's way out
C. It is better to be in safe than sorry
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",
audit,taxonomy-guided,,,,The user is asking which option is correct,,,taxonomy-guided_Yoruba_11,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Those in need must accept what is available without complaint.
B. bluster one's way out
C. It is better to be in safe than sorry
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",
audit,taxonomy-guided,,,,B,,,taxonomy-guided_Yoruba_12,anthropic/claude-opus-4.8,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. What you learn when you are young will be invaluable when your grow old.
C. The effort is big, but the reward none
D. It is an alarm that is raised without moderation that finds no helpers.",B
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_Yoruba_12,openai/gpt-5,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. What you learn when you are young will be invaluable when your grow old.
C. The effort is big, but the reward none
D. It is an alarm that is raised without moderation that finds no helpers.",
audit,taxonomy-guided,,,,,,,taxonomy-guided_Yoruba_12,google/gemini-2.5-pro,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. What you learn when you are young will be invaluable when your grow old.
C. The effort is big, but the reward none
D. It is an alarm that is raised without moderation that finds no helpers.",
audit,taxonomy-guided,,,,"We are asked: ""Which option is",,,taxonomy-guided_Yoruba_12,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. What you learn when you are young will be invaluable when your grow old.
C. The effort is big, but the reward none
D. It is an alarm that is raised without moderation that finds no helpers.",
audit,taxonomy-guided,,,,A,,,taxonomy-guided_Yoruba_13,anthropic/claude-opus-4.8,"Which option is correct?

A. A little precaution before a crisis is better than lot of firefighting afterwards.
B. The toad is only slightly taller than the earth.
C. Coming-to-earth is nothing like going-to heaven.
D. A woman does not take a lover’s money and then complain of menorrhagia.",A
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_Yoruba_13,openai/gpt-5,"Which option is correct?

A. A little precaution before a crisis is better than lot of firefighting afterwards.
B. The toad is only slightly taller than the earth.
C. Coming-to-earth is nothing like going-to heaven.
D. A woman does not take a lover’s money and then complain of menorrhagia.",
audit,taxonomy-guided,,,,,,,taxonomy-guided_Yoruba_13,google/gemini-2.5-pro,"Which option is correct?

A. A little precaution before a crisis is better than lot of firefighting afterwards.
B. The toad is only slightly taller than the earth.
C. Coming-to-earth is nothing like going-to heaven.
D. A woman does not take a lover’s money and then complain of menorrhagia.",
audit,taxonomy-guided,,,,"We are asked: ""Which option is",,,taxonomy-guided_Yoruba_13,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. A little precaution before a crisis is better than lot of firefighting afterwards.
B. The toad is only slightly taller than the earth.
C. Coming-to-earth is nothing like going-to heaven.
D. A woman does not take a lover’s money and then complain of menorrhagia.",
audit,taxonomy-guided,,,,A,,,taxonomy-guided_Yoruba_14,anthropic/claude-opus-4.8,"Which option is correct?

A. We prepared stew for Fádípẹ̀, and Fájẹbẹ̀ ate it; the person who deserved the stew got it.
B. Whoever finds something can keep it.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. Don’t try to fix imaginary problems as they may never hap pen, but face them when they actually come to you.",A
audit,taxonomy-guided,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,taxonomy-guided_Yoruba_14,openai/gpt-5,"Which option is correct?

A. We prepared stew for Fádípẹ̀, and Fájẹbẹ̀ ate it; the person who deserved the stew got it.
B. Whoever finds something can keep it.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. Don’t try to fix imaginary problems as they may never hap pen, but face them when they actually come to you.",
audit,taxonomy-guided,,,,,,,taxonomy-guided_Yoruba_14,google/gemini-2.5-pro,"Which option is correct?

A. We prepared stew for Fádípẹ̀, and Fájẹbẹ̀ ate it; the person who deserved the stew got it.
B. Whoever finds something can keep it.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. Don’t try to fix imaginary problems as they may never hap pen, but face them when they actually come to you.",
audit,taxonomy-guided,,,,"We are asked: ""Which option is",,,taxonomy-guided_Yoruba_14,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. We prepared stew for Fádípẹ̀, and Fájẹbẹ̀ ate it; the person who deserved the stew got it.
B. Whoever finds something can keep it.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. Don’t try to fix imaginary problems as they may never hap pen, but face them when they actually come to you.",
audit,few-shot-predictive,,,,D,,,few-shot-predictive_Arabic_0,anthropic/claude-opus-4.8,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. You can't teach an old dog new tricks.
C. Two people doing something together share the responsibility equally.
D. A young chick that goes missing cannot thereby justify the presentation of a he-goat to the masquerader as replacement. Ọ",D
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_Arabic_0,openai/gpt-5,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. You can't teach an old dog new tricks.
C. Two people doing something together share the responsibility equally.
D. A young chick that goes missing cannot thereby justify the presentation of a he-goat to the masquerader as replacement. Ọ",
audit,few-shot-predictive,,,,,,,few-shot-predictive_Arabic_0,google/gemini-2.5-pro,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. You can't teach an old dog new tricks.
C. Two people doing something together share the responsibility equally.
D. A young chick that goes missing cannot thereby justify the presentation of a he-goat to the masquerader as replacement. Ọ",
audit,few-shot-predictive,,,,The user is asking me to identify which,,,few-shot-predictive_Arabic_0,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Winds blow counter to what the ship wants.
B. You can't teach an old dog new tricks.
C. Two people doing something together share the responsibility equally.
D. A young chick that goes missing cannot thereby justify the presentation of a he-goat to the masquerader as replacement. Ọ",
audit,few-shot-predictive,,,,B,,,few-shot-predictive_Arabic_1,anthropic/claude-opus-4.8,"Which option is correct?

A. When an animal falls to the ground, the hunter’s eyes lose their wildness.
B. Love is blind.
C. Foolish inquiries elicit inappropriate responses.
D. Don't give a fool a platform.",B
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_Arabic_1,openai/gpt-5,"Which option is correct?

A. When an animal falls to the ground, the hunter’s eyes lose their wildness.
B. Love is blind.
C. Foolish inquiries elicit inappropriate responses.
D. Don't give a fool a platform.",
audit,few-shot-predictive,,,,,,,few-shot-predictive_Arabic_1,google/gemini-2.5-pro,"Which option is correct?

A. When an animal falls to the ground, the hunter’s eyes lose their wildness.
B. Love is blind.
C. Foolish inquiries elicit inappropriate responses.
D. Don't give a fool a platform.",
audit,few-shot-predictive,,,,"The user is asking ""Which option is",,,few-shot-predictive_Arabic_1,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. When an animal falls to the ground, the hunter’s eyes lose their wildness.
B. Love is blind.
C. Foolish inquiries elicit inappropriate responses.
D. Don't give a fool a platform.",
audit,few-shot-predictive,,,,B,,,few-shot-predictive_Arabic_2,anthropic/claude-opus-4.8,"Which option is correct?

A. One’s master cannot be so tyrannical that he orders one not to shit. 430 rights and responsibilities
B. The person to whom a bride is being brought does not strain his neck [to see her from a distance].
C. Charity begins at home.
D. The harder you work, the more ideas and chances you may make for yourself.",B
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_Arabic_2,openai/gpt-5,"Which option is correct?

A. One’s master cannot be so tyrannical that he orders one not to shit. 430 rights and responsibilities
B. The person to whom a bride is being brought does not strain his neck [to see her from a distance].
C. Charity begins at home.
D. The harder you work, the more ideas and chances you may make for yourself.",
audit,few-shot-predictive,,,,,,,few-shot-predictive_Arabic_2,google/gemini-2.5-pro,"Which option is correct?

A. One’s master cannot be so tyrannical that he orders one not to shit. 430 rights and responsibilities
B. The person to whom a bride is being brought does not strain his neck [to see her from a distance].
C. Charity begins at home.
D. The harder you work, the more ideas and chances you may make for yourself.",
audit,few-shot-predictive,,,,"The user is asking ""Which option is",,,few-shot-predictive_Arabic_2,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. One’s master cannot be so tyrannical that he orders one not to shit. 430 rights and responsibilities
B. The person to whom a bride is being brought does not strain his neck [to see her from a distance].
C. Charity begins at home.
D. The harder you work, the more ideas and chances you may make for yourself.",
audit,few-shot-predictive,,,,C,,,few-shot-predictive_Arabic_3,anthropic/claude-opus-4.8,"Which option is correct?

A. The child spawned by a fish resembles a fish; the child sired by a leopard resembles a leopard; the child born to a Fulbe per son will weave ropes.
B. It is inside oneself that the name one will name one’s child resides.
C. Whatever outcome the majority of people in a nation or community desire is the one that is most likely to happen.
D. A bird in the hand is worth two in the bush.",C
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_Arabic_3,openai/gpt-5,"Which option is correct?

A. The child spawned by a fish resembles a fish; the child sired by a leopard resembles a leopard; the child born to a Fulbe per son will weave ropes.
B. It is inside oneself that the name one will name one’s child resides.
C. Whatever outcome the majority of people in a nation or community desire is the one that is most likely to happen.
D. A bird in the hand is worth two in the bush.",
audit,few-shot-predictive,,,,,,,few-shot-predictive_Arabic_3,google/gemini-2.5-pro,"Which option is correct?

A. The child spawned by a fish resembles a fish; the child sired by a leopard resembles a leopard; the child born to a Fulbe per son will weave ropes.
B. It is inside oneself that the name one will name one’s child resides.
C. Whatever outcome the majority of people in a nation or community desire is the one that is most likely to happen.
D. A bird in the hand is worth two in the bush.",
audit,few-shot-predictive,,,,The user is asking me to identify which,,,few-shot-predictive_Arabic_3,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. The child spawned by a fish resembles a fish; the child sired by a leopard resembles a leopard; the child born to a Fulbe per son will weave ropes.
B. It is inside oneself that the name one will name one’s child resides.
C. Whatever outcome the majority of people in a nation or community desire is the one that is most likely to happen.
D. A bird in the hand is worth two in the bush.",
audit,few-shot-predictive,,,,D,,,few-shot-predictive_Arabic_4,anthropic/claude-opus-4.8,"Which option is correct?

A. A bad workman always blames his tools.
B. That a calabash faces downward is no anti-social sign; the calabash is only acting ac cording to its nature.
C. If you give a greedy person something small, he will expect more and more from you.
D. One sees only other peoples’ occiputs; only others can see one’s own.",D
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_Arabic_4,openai/gpt-5,"Which option is correct?

A. A bad workman always blames his tools.
B. That a calabash faces downward is no anti-social sign; the calabash is only acting ac cording to its nature.
C. If you give a greedy person something small, he will expect more and more from you.
D. One sees only other peoples’ occiputs; only others can see one’s own.",
audit,few-shot-predictive,,,,,,,few-shot-predictive_Arabic_4,google/gemini-2.5-pro,"Which option is correct?

A. A bad workman always blames his tools.
B. That a calabash faces downward is no anti-social sign; the calabash is only acting ac cording to its nature.
C. If you give a greedy person something small, he will expect more and more from you.
D. One sees only other peoples’ occiputs; only others can see one’s own.",
audit,few-shot-predictive,,,,"The user is asking ""Which option is",,,few-shot-predictive_Arabic_4,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. A bad workman always blames his tools.
B. That a calabash faces downward is no anti-social sign; the calabash is only acting ac cording to its nature.
C. If you give a greedy person something small, he will expect more and more from you.
D. One sees only other peoples’ occiputs; only others can see one’s own.",
audit,few-shot-predictive,,,,B,,,few-shot-predictive_English_5,anthropic/claude-opus-4.8,"Which option is correct?

A. People who came to the world are far fewer than people who came as companions.
B. A person might be overcome by trouble or adversity when least expected.
C. You have to wait for the donkey's years.
D. There are many routes one can take to reach a destinat ion.",B
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_English_5,openai/gpt-5,"Which option is correct?

A. People who came to the world are far fewer than people who came as companions.
B. A person might be overcome by trouble or adversity when least expected.
C. You have to wait for the donkey's years.
D. There are many routes one can take to reach a destinat ion.",
audit,few-shot-predictive,,,,,,,few-shot-predictive_English_5,google/gemini-2.5-pro,"Which option is correct?

A. People who came to the world are far fewer than people who came as companions.
B. A person might be overcome by trouble or adversity when least expected.
C. You have to wait for the donkey's years.
D. There are many routes one can take to reach a destinat ion.",
audit,few-shot-predictive,,,,"We are asked: ""Which option is",,,few-shot-predictive_English_5,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. People who came to the world are far fewer than people who came as companions.
B. A person might be overcome by trouble or adversity when least expected.
C. You have to wait for the donkey's years.
D. There are many routes one can take to reach a destinat ion.",
audit,few-shot-predictive,,,,D,,,few-shot-predictive_English_6,anthropic/claude-opus-4.8,"Which option is correct?

A. Moderate your preening and strutting, beautiful woman of [the town of] Ṣàpn. 
B. The snake is hungry, and the tortoise saunters by.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. I curse my own child but I hate whoever says “amen.”",D
audit,few-shot-predictive,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,few-shot-predictive_English_6,openai/gpt-5,"Which option is correct?

A. Moderate your preening and strutting, beautiful woman of [the town of] Ṣàpn. 
B. The snake is hungry, and the tortoise saunters by.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. I curse my own child but I hate whoever says “amen.”",
audit,few-shot-predictive,,,,,,,few-shot-predictive_English_6,google/gemini-2.5-pro,"Which option is correct?

A. Moderate your preening and strutting, beautiful woman of [the town of] Ṣàpn. 
B. The snake is hungry, and the tortoise saunters by.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. I curse my own child but I hate whoever says “amen.”",
audit,few-shot-predictive,,,,"The user is asking ""Which option is",,,few-shot-predictive_English_6,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Moderate your preening and strutting, beautiful woman of [the town of] Ṣàpn. 
B. The snake is hungry, and the tortoise saunters by.
C. This proverb can be used as a caution that we should know our limits and weaknesses, or as motivation to disc over our strengths and hidden talents.
D. I curse my own child but I hate whoever says “amen.”",
