Sample_ID,Source_Text_Yo,Target_Text_En,Cultural_Context,Provenance,QA_Flag,Comments
YOR1933,"Bí eégún yó lọ, a di ìròjú fún atọ́kùn.","When the time comes for the masquerader to depart, the attendant begins to grieve.",One is saddened at losing one’s benefactor and patron.,part3.docx,,
YOR1934,"Bí ẹni ńlá ò bá tán, ọ̀ràn ńlá ò lè pani.","If there is no scarcity of great people, a great problem cannot kill one.","As long as one has powerful patrons, difficult problems will not defeat one.",part3.docx,,
YOR1935,"Bí ìbí ò tẹ̀, bí ìbí ò wọ́, ẹni tí a bá níwájú tó baba-á ṣe fúnni.","If the pedigree is not bent, if the pedigree is not crooked, the person ahead of one is enough to play the role of father.","Unless there is dissension in the family, the elders in it exercise responsibility over the youth.",part3.docx,,
YOR1936,"Bí ìtì ò wó, ọwọ́ kì í ba ìṣẹ́pẹ́.","If the trunk does not fall, the twigs are not endangered.",One is safe as long as one’s protector is around.,part3.docx,,
YOR1937,"Bí ìyá ò sí, ta ní jẹ́ ṣe ọmọ ọlọmọ lóore.","If there is no mother, who would show kindness to another person’s child?",A child can look only to its mother for protection.,part3.docx,,
YOR1938,"Bí ìyàwó ọ̀lẹ́ bá dàgbà, olówó ni yó gbé e.","When the woman betrothed to a lazy person matures, the rich man marries her.",The idle will be left empty-handed.,part3.docx,,
YOR1939,"Bí kò bá sí owó, baba ẹnìkan ò ju baba ẹnìkan lọ.","In the absence of money, one person’s father is no greater than another person’s father.",Money determines status.,part3.docx,,
YOR1940,Bí kò sí igi lẹ́hìn ọgbà ọgbà á wó; bí kò sí akọ nínú-u bàtá bàtá ò níí le.,"Without a post behind the fence, the fence will collapse; without masculine forces in bàtá drumming, the music is not gripping.","Without his or her main support, a person is nothing.",part3.docx,,
YOR1941,"Bí kò sí towó, kí la ó fòwò ṣe?","Were it not for the matter of money, what would one want with trading?",The need for money gets one into a trade.,part3.docx,,
YOR1942,"Bí kò sí tỌya, ogun a ti kó Irá, bí kò sí tOlúfọ̀n, ogun a ti kó Ifọ̀n lọ.","But for the goddess Ọya, Irá would have been sacked in a war; but for the god Olúfọ̀n, Ifọ́n would have been destroyed.","Thanks to one’s protector, one survives.",part3.docx,,
YOR1943,"Bí ó ku òní ku ọ̀la kí òùngbẹ pa awọ́nrínwọ́n, òjò yó rọ̀.","If it is only a matter of days before the iguana dies of thirst, rain will fall.","For those the gods favor, rescue will come before disaster.",part3.docx,,
YOR1944,"Bí ó ku òní ku lá kí ọmọ olódò-ó kú fún òùngbẹ, ọ̀ṣọ̀rọ̀ òjò á rọ̀.","If it is only a matter of days before the child of the river goddess dies of thirst, a torrential rain will fall.",The favored of the gods will always be rescued before disaster falls.,part3.docx,,
YOR1945,"Bí òkété bá dàgbà, ọmú ọmọ-ọ rẹ̀ ní ḿmu.","When the giant rat becomes old, it sucks from its child’s breast.","In one’s old age, one depends on one’s children.",part3.docx,,
YOR1946,"Bí olówó sọ̀rọ̀, tó ṣèké, ajé a ní kò purọ́.","If a rich person speaks and lies, money will say he or she has not lied.",A rich person can get away with any lie.,part3.docx,,
YOR1947,Bí òtútù ńpa ìwọ̀fà wọn a ní ó kó ìṣe-e rẹ̀ dé; bí ó ńpa olówó wọn a ní kó rọ́jú kó ata sẹ́nu.,"When the pawn has a fever, people say he is up to his usual tricks; when the owner is thus afflicted, they urge him to make an effort to eat.",The poor cannot expect the consideration the rich enjoy.,part3.docx,,
YOR1948,"Bí owó bá sì nínú ọ̀rọ̀, a súni pa.","If money is removed from a matter, it bores one to death.",Money gives weight to matters.,part3.docx,,
YOR1950,"Bíọ́-bíọ́ tí apó ńdá, ọrán ló gbójúlé.",The quiver’s boasting is due to its confidence in the backing of the bow.,A person who is sure of his backers can boast as much as he likes.,part3.docx,,
YOR1951,Bọ̀rọ̀kìnní ju ọlọ́rọ̀ lọ.,The popular rich man is superior to the merely wealthy. ,To be well regarded is better than to be rich.,part3.docx,,
YOR1952,Ìbí-ì rẹ-ẹ́ sẹ nù ò ńyọ̀; o ò mọ̀ pé irú ẹ ló ńrá.,Your pregnancy aborts and you rejoice; you are not aware that it is your kind that is perishing.,What in the short run is a boon might turn out in the long run to be a disaster.,part3.docx,,
YOR1953,Ire kì í dé ká má gbọ̀ọ́ ohùn-un gudu gudu.,Good fortune does not arrive without being trailed by the sound of the gudugudu drum.,Good fortune must be greeted with rejoicing.,part3.docx,,
YOR1954,Òwúsúwusù-ú mú ojú ọ̀run bàjẹ̀; gùdẹ̀ gùdẹ̀ ò jẹ́ kóòrùn ó ràn.,The fog besmirches the face of the sky; the clouds keep the sun from shining.,An unfortunate matter keeps happiness or cheerfulness at bay.,part3.docx,,
YOR1956,Wẹ̀ níwọ̀n; ajé ní ńwẹni.,Limit how often you take a bath; it is wealth that grooms a person.,Wealth beautifies more efficiently than a lot of grooming.,part3.docx,,
YOR1957,A kì í délé ayò ká má bàá ọmọ.,One never arrives at the home of the ayò game without finding children.,A prayer for a blessing of children in abundance.,part3.docx,,
YOR1958,Àgbà ló tó Orò-ó lọ̀; ọba ló tó ehín erin-ín fun.,Only a [male] elder is qualified to invoke Orò; only a king is qualified to blow a horn carved out of elephant tusk.,Certain tasks are for august people only.,part3.docx,,
YOR1959,Àgbà mẹ́ta ní ḿmọ ìdí ẹẹ́ta.,It takes three elders to know the mystery behind three.,It takes the pooled wisdom of many elders to resolve deep matters.,part3.docx,,
YOR1960,Àgbà ní ńkọ́ àpò àgbà.,Only an elder may hang the satchel of an elder [on his shoulder].,Certain privileges are restricted to elders.,part3.docx,,
YOR1961,Àgbà ó sí ìlú bàjẹ́; baálé ilé kú ilé dahoro.,"Without elders a town is ruined; the patri]arch of the compound dies, and the household becomes an empty shell.",Elders hold a community together.,part3.docx,,
YOR1962,"Bí a kò kú, a ó jẹ ẹran tó tó erin.","If one does not die, one will eat as much as an elephant's meat.",Whoever has life has things to accomplish.,part3.docx,,
YOR1963,"Bí a kò kú, ìṣe ò tán.","If one does not die, one’s accomplishments are not over.","As long as one has life, one has feats to accomplish.",part3.docx,,
YOR1964,"Bí orí pọẹ́ nílẹ̀, á di ire.","If a head remains long on earth, it becomes fortunate.","If one lives long enough, one will prosper.",part3.docx,,
YOR1965,"Bí ọmọdé ò kú, àgbà ní ńdà.","If a youth does not die, he becomes an elder.",In time even a youth assumes the mantle of an elder.,part3.docx,,
YOR1966,Iná kú feérú bojú; ọ̀gẹ̀dẹ̀ kú fọmọ ẹ̀ rọ́pò; olóyè-é kú foyè sílẹ̀ lọ.,The fire dies and covers its face with ashes; the banana tree dies and replaces itself with an offshoot; a chief dies and leaves his title behind.,"When a person dies, survivors inherit his or her place and property.",part3.docx,,
YOR1967,Ìyàwó dùn-ún gbé; ọm dùn-ún kó jáde.,"Marriage is a pleasurable activity, and so is christening a child.",Marrying and christening are pleasures.,part3.docx,,
YOR1968,"Obìnrin tó jí ní kùtùkùtù tó ní Ọlọ́run ni yó mọ oye ọmọ òun, ó gbégbá ìrégbè.",A woman who at the dawn of her life vows that only God will know how many children she will bear has placed a load of trouble on her own head.,Children are not an unmixed blessing for women.,part3.docx,,
YOR1969,"Ọjọ́ tí a bá kú, ọwọ́ ò gba okòó; ọmọ ẹni ní ńjogún ẹni.",The day one dies one’s hand cannot hold a coin; one’s children inherit one’s property.,One cannot take earthly possessions into the grave but must leave them to one’s survivors.,part3.docx,,
YOR1970,"Ólọ́mọ́ kúrò ní ""kí ló bí?""","A person who has a child is not a person who can be asked, ""What did you sire?""",A child is a child; whoever has one cannot be taunted with childlessness.,part3.docx,,
YOR1972,"Ọmọ bẹẹrẹ, òṣì bẹẹrẹ","A multitude of children, a multitude of misery",Children are desirable but not in excess.,part3.docx,,
YOR1973,Ọmọ ẹni kì í di méjì kínu kanni.,One’s mind does not become sour because one has had a second child.,People always rejoice at having children.,part4.docx,,
YOR1974,Ọmọ ẹni là ḿbí; ẹrú ẹni là ńrà lọ́jà.,One gives birth to one’s children; one buys one’s slave in the market.,No one can buy children in the market.,part4.docx,,
YOR1975,Ọmọ kì í nù bí ẹranko.,A child does not become lost like an animal.,One must place great value on one’s children.,part4.docx,,
YOR1976,Ọmọ́ mọ ìyá ẹ̀; talágbàtọ́ nìyà.,A child knows its mother; the foster mother’s lot is misery.,A child will never treasure a foster mother as much as a natural mother.,part4.docx,,
YOR1977,Ọmọ ò láyọ̀lé; ẹni ọmọ́ sin ló bímọ.,Children are not to be rejoiced over; only those whose children bury them really have children.,The most valuable service one may expect from one’s children is that they attend to one’s funeral.,part4.docx,,
YOR1978,Ọmọ ọlọ́mọ-ṣòro-ó pè rán níṣẹ́.,Another person’s child is not easy to send on an errand.,There is nothing like having one’s own children.,part4.docx,,
YOR1979,"""Ọmọ- mí kú"" yá ju ""Ọmọ mí nù"" lọ.","""My child is dead"" is far better than ""My child is lost.""","One may lose a child to death, but it is unspeakable parental irresponsibility simply to lose a child.",part4.docx,,
YOR1980,"Ọ̀rọ̀ tí aboyún bá sọ, ẹni méjì ló sọ ọ́.",Whatever a pregnant woman says is said by two people. ,A pregnant woman’s words should not be taken lightly.,part4.docx,,
YOR1981,"Tọmọ tó máa kú, tọmọ tó máa yè, ká yọ̀ fọ́lọ́mọ.","Whether the child will survive or not, let us rejoice with a person who has a baby. ",Childbirth is always an occasion for joy.,part4.docx,,
YOR1982,A kì í fi eku kan rẹ ọmọ méji.,One does not placate two children with one rat.,An otherwise sufficient commodity divided too many ways satisfies no one.,part4.docx,,
YOR1983,A kì í fi ẹ̀jẹ̀ dúdú sínú tutọ́ funfun jáde.,One does not leave red blood inside and spit out white saliva.,Never let people think you love them when in fact you wish them ill.,part4.docx,,
YOR1984,A kì í láhun níyì.,One cannot be both stingy and respected.,Only generosity earns respect.,part4.docx,,
YOR1985,Àìsí owó là ńpa ọ̀ọ́dúnrún mọ́; kí ni irínwó baba ìgbiwó tó-ó ṣe?,"It is lack of money that makes one hoard 300 cowries; what can 400 cowries, the father of 200 cowries, accomplish?",Those who have little make too much of little things.,part4.docx,,
YOR1986,Àìsí owó là ńtìlẹ̀kùn m dúnrún; kí ni irínwó baba ìgbiwó tó-ó ṣe?,"It is lack of money that makes one keep 300 cowries under lock; what can 400 cowries, father of 200 cowries, accomplish?",The im port is the same as that of the preceding entry.,part4.docx,,
YOR1987,"Àìsí owó ni, ""Jẹ́ kílẹ̀ ó mọ́""; ajé kì í gbowó ká ní ó dọ̀la.","It is lack of money that makes one say, ""Wait until morning""; if the terms are agreeable, one does not wait until morning.",Lack of money makes one temporize even when the market is in one’s favor.,part4.docx,,
YOR1988,Àjẹ́kù là ńmayo.,Leaving remnants is the indicator of satiation.,How one lives will show how well off one is.,part4.docx,,
YOR1989,Ajé-ṣàlúgà! Ó fi ẹni iwájú sílẹ̀ ṣe ẹni ẹ̀hìn ní pẹ̀lẹ́.,Almighty wealth! It skips over the person in front to offer salutations to the person behind.,Wealth is no respecter of age.,part4.docx,,
YOR1990,Ajíjìfà ní ńní tìtì ìpàkọ́.,It is a person who wakes to free booty that develops an overhanging nape.,Those who labor for their food are not plagued with obesity.,part4.docx,,
YOR1991,Àkẹ̀hìnsí ọlá ò sunwọ̀n.,The reverse side of greatness is unattractive.,"A fall from greatness, or turning one’s back on greatness, is unfortunate.",part4.docx,,
YOR1992,Àkísà-á ba ẹni rere jẹ́.,Rags demean illustrious people.,A ragged attire overrides innate qualities.,part4.docx,,
YOR1993,"A-kó-èésú-má-dàá, ẹrùngbà olè.",He-who-collects-the-pool-in-turn-but-does-not-make-a-contribution: same as a thief.,Reaping without sowing is akin to stealing.,part4.docx,,
YOR1994,"A-pèèpò-lẹ́hìn-àgbà, àgbà ḿbọ̀ wá.","You-who-clear-the-weeds-behind-an-elder, your old age approaches.",Those who do favors for old people should be reminded that they too will some day grow old.,part4.docx,,
YOR1995,Àrùn tí ńjẹ́ rnárun ò sí; ebi ní ńmú ara-á yi.,There is no sickness called nettle rash; it is hunger that makes one develop welts.,Hunger is a disease not to be belittled.,part4.docx,,
YOR1996,Àṣírí ẹ̀kọ kì í tú lójú ewé.,The secrets of corn meal’s being will not be exposed in the presence of leaves.,"As long as one has champions, one will not be disgraced.",part4.docx,,
YOR1997,Àtètèdáyé ò kan tàgbà; orí ẹni ní ńgbéni ga.,Primogeniture has nothing to do with elderliness; it is the head that elevates one.,Age is no guarantee of status.,part4.docx,,
YOR1998,"Bí a bá lówó lọ́wọ́ tó tó ti ṣẹ̀kẹ̀rẹ̀, ìwà rere ni nǹkan.","Even if one has as much money as the beaded gourd, it is good character that matters.",Character is more important than wealth.,part4.docx,,
YOR1999,Bí òtútù ńpa ọ̀lẹ à jẹ́ kó kú; kíkú tàìkú ọ̀lẹ ò ṣe n kan fúnni.,"If a lazy person has a fever, one lets him die; neither a live nor a dead lazy person does anything for one.",A lazy person is not worth troubling over.,part4.docx,,
YOR2000,Bóomọ́ yọ láàrin bàbà.,Red corn shows amid guinea corn.,A good person sticks out among bad people.,part4.docx,,
YOR2001,Èkó ò dùn lójú ẹni tí ò lówó lọ́wọ́.,The city of Lagos offers no pleasures in the view of a penniless person.,"Without money, one is shut out of many pleasures.",part4.docx,,
YOR2002,Ẹni ajé ya ilé-e rẹ̀ ló gbọ́n.,It is the person whose home riches have found that is wise.,Whoever has prospered may boast that he or she is wise.,part4.docx,,
YOR2003,Ìṣẹ́-ẹ bàtà kì í ṣẹ́ òyìnbó.,The dearth of shoes never afflicts the white man.,One never lacks a thing for which one is the source.,part4.docx,,
YOR2004,"Ìṣẹ́ owó kì í ṣẹ́ Dàda, Dàda olówó ẹyọ.","The dearth of money never afflicts Dàda, Dàda who is blessed with coins.",One will never lack whatever is part of one's essence.,part4.docx,,
YOR2007,Ìṣẹ́ ò mú ọkọláyà kó má ran ọmọ; akúṣẹ̀ẹ́ kì í ní ará.,Destitution does not afflict the husband and spare his children; the poverty-ridden person does not have relatives.,"The destitution of the head of the household affects all members of the household; on the other hand, the poor person does not have many friends.",part4.docx,,
YOR2008,Náwó-náwó ò ná sẹ́gi; òtòṣì ò ná erèé dàgbà; Ìràtà tí ńṣẹ́gi tà nínú ìgbẹ́ : owó ni gbogbo wọ́n jọ ńná.,The big spender does not use beads for money; the poor person did not grow up spending peas; the person who gathers fire wood from the forest for sale: all of them spend money.,"Rich or poor, no one can do without money.",part4.docx,,
YOR2009,Òde ò sú aláṣọ-ọ́ lọ.,Public functions do not faze a person with many clothes.,No eventuality can overwhelm a person with abundant resources.,part4.docx,,
YOR2010,"Òkú tó bá láṣọ, Ifẹ̀ ní ńsin ín.",A dead person who owns a wealth of clothes is buried by Ifẹ̀ itself.,The community itself sees to the funeral of an illustrious person; the problems of a popular person arouse the concern of everyone.,part4.docx,,
YOR_REC_0,"Olówó lará mọ̀; ará ò mọ ìṣẹ́, èrò tí ò lówó, ará fa ìwé ẹ̀ ya.",Kin acknowledges only the rich; no kin claims a poverty-ridden person; the way farer who has no money for kin rips up his papers.,"Everybody associates with a rich person, but nobody knows a poor person",part4.docx,,
YOR2011,Olówó layé mọ̀,Humankind knows only the rich.,The poor do not count in this world.,part4.docx,,
YOR2012,Olówó lọba lÉkòó.,The rich man is king in Lagos.,Lagos is an ideal playground for the rich.,part4.docx,,
YOR2013,Olówó sòkè dilẹ̀.,The rich person turns a hill into a plain.,"Nothing is beyond a rich person, not even drastically altering the face of Nature.",part4.docx,,
YOR2014,Òrìṣà bí ajé ò sí; ajé ní ńgbéni ga.,There is no god like money; it is money that makes people great.,Money can accomplish anything.,part4.docx,,
YOR2015,"Òṣì ní ńjẹ ""Ta ní mọ̀ ọ́ rí?"" Owó ní ńjẹ ""Mo bá ọ tán.""","Poverty is what explains ""Who knows you?"" Wealth explains, ""I am related to you.""","No one knows a poor person, but everybody claims kinship to a rich person.",part4.docx,,
YOR2016,"Owó ilé yọ, gbèsè ḿbínú.","The household money makes its appearance, and debt becomes angry.",One’s enemies are never happy to see one escape misfortune.,part4.docx,,
YOR2018,Owó lẹ́gbọ́n; ọmọ làbúrò.,Money is the elder sibling; a child is the younger sibling.,Having wealth makes having children easier.,part4.docx,,
YOR2019,"Owó ló wọ́n, ìyàwó ò wọ́n.",Only money is hard to come by; a wife is not hard to come by.,"If one has money, finding a wife is a simple matter.",part4.docx,,
YOR2021,"Owó ní nígbà tí òun ò sí nílé, ta ní ńdámọ̀ràn lẹ́hìn òun.","Money asked, when it was not at home, who dared to make plans in its absence?","Without money, all plans are useless.",part4.docx,,
YOR2022,"Owó ò sí, èèyàn ò sun wón.","[If] money is lacking, a person is unattractive.",Wealth is beauty.,part4.docx,,
YOR2023,Owó òtòṣì ní ńgbé òkè ẹrù; tolówó a máa gbé ìsàlẹ̀ igbá.,It is a poor man’s money that stays at the top of the load; the rich person’s money rests at the bottom of the calabash.,"A poor man wants to be able easily to see and reach his money, but the rich person can afford to be more carefree.",part4.docx,,
YOR2024,"Owó yẹ ilé, Ògún yẹ odò.",Money fits a home quite well; Ògún is at home by the river.,Money is a desirable thing in a home.,part4.docx,,
YOR2026,Ọbẹ̀ lọmú àgbà.,Stew is the breast milk of adults.,"Adults have their own nourishment, even if it differs from children’s.",part4.docx,,
YOR2027,"Ọjà tí ò tà, owó ló ńwá.",Goods that will not sell are only in need of money.,All things are possible if there is money.,part4.docx,,
YOR2028,Ọmọ ẹwà kan ò sí; ọmọ aṣọ ní ḿbẹ.,"There is no such thing as a child that is a creation of beauty, but there is something like a child that is a creation of clothing.","Clothing, rather than facial beauty, determines the impression one makes on others.",part4.docx,,
YOR2029,Ọ̀pọ̀ irú kì í ba ọbẹ̀ jẹ́.,A surfeit of locust-bean seasoning does not ruin a stew.,One cannot have too much of a good thing.,part4.docx,,
YOR2030,"Ọ̀ràn tí ẹgbà-á wọ̀, ó kúrò láwàdà","A problem complicated by as much money as 2,000 cowries is no longer a joking matter. T",Matters that involve significant amounts of money are not to be trifled with.,part4.docx,,
YOR2031,Ta la gbé gẹṣin tí kò ṣèpàkọ́ lùkẹ?,Who would be placed on the horse and not cock his head haughtily?,One should forgive the arrogance of fortunate people.,part4.docx,,
YOR2032,"Tí alágbádá ó fi kú, yíyan ni yó máa yan.","Until the time the owner of elaborate garments dies, he will keep strutting.",One should not be bashful about displaying one’s wealth.,part4.docx,,
YOR2033,Wọ́n ṣe bí òtòṣì ò gbọ́n bí ọlọ́rọ̀; wọ́n ní ì bá gbọ́n ì bá lówó lọ́wọ́.,"People think the poor person lacks the wisdom the wealthy person has; they say if one had wisdom, one would be rich.",It is folly to equate wealth with wisdom.,part4.docx,,
YOR2034,Ẹ̀mí gígùn lèrè ayé.,Longevity is the reward of living.,Longevity is most to be desired by all.,part4.docx,,
YOR2035,Ẹ̀mí gígùn ní ńsànyà.,It is longevity that makes up for suffering.,Longevity makes all suffering worthwhile.,part4.docx,,
YOR2036,"Kí èèm ó mọ ní Ìbèṣè, kó má ṣe dé Ìjánà.",May the disaster stop at Ìbèṣè and not get to Ìjánà.,May trouble stop before it reaches our frontier.,part4.docx,,
YOR2037,Ọjọ́ alẹ́ là ńtọrọ.,"It is nighttime [i.e., old age] that one should pray for. ",Old age is everybody’s desire.,part4.docx,,
YOR2038,Pípẹ́ láyé lèrè ayé.,Longevity is the profit of living.,Longevity is the reward for having lived a good life.,part4.docx,,
YOR2039,Agẹmọ kì í kú ní kékeré.,The chameleon does not die young.,A prayer for longevity.,part4.docx,,
YOR2041,Àfòm ò légbò; igi gbogbo ní ḿbá tan.,The climbing plant has no roots; it claims relationship with every tree. B,A feckless person is ever in search of benefactors.,part4.docx,,
YOR2042,"Bí ilé kan ilé, tí ọ̀dẹ̀dẹ̀- kan ọ̀dẹ̀dẹ̀, bí a kò fẹ́ni níbẹ̀, a ò tó abẹ́rẹ́.","If houses adjoin and living rooms abut, if one is not wanted there, one is not worth so much as a needle.",Being neighbors amounts to nothing if there is no mutual regard.,part4.docx,,
YOR2043,Elègbè [or elégbè] ní ḿmú orin dùn.,It takes a chorus to make a song melodious.,It is good to have backers.,part4.docx,,
YOR2044,Eṣinṣin tí ḿbá ọdẹ rìn á mu j yó,A fly that keeps a hunter company will drink blood to its fill.,The fortunes and misfortunes of one’s associates will surely rub off on one.,part4.docx,,
YOR2045,"Ètí-i baba nílé, ètí-i baba lóko, èèyàn ní ńjẹbọrọ.","""Father’s ears encompass the house, father’s ears reach to the farm"" spells ""people""’",A person who is privy to what goes on every where has people everywhere.,part4.docx,,
YOR2046,Ẹ̀mí àbàtà ní ḿmú odò ṣàn; ọlá-a baba ní ḿmú ọmọ yan.,It is due to the life in the marshes that the river flows; it is owing to the greatness of the father that the son struts about.,The successful person has some backing that must be acknowledged.,part4.docx,,
YOR2047,"Èni tí a bú lẹ́hìn tó gbọ́, a-betí-í-lu lára-bí-ajere.","A person who is insulted in absentia but hears about the insult anyway: his or her entire body is all ears, as a sieve is all holes.","If one cannot be everywhere, one should make sure one has people everywhere.",part4.docx,,
YOR2048,Èní tí kò lówó a léèyàn; èyí tí kò léèyàn ẹni tí kò léèyàn a láápọn.,A person who lacks money should have people; a person who lacks people should be gregarious.,"Good connections can make up for lack of money; but if one also lacks good connections, one had better be gregarious or personable.",part4.docx,,
YOR2049,Ẹni tí kò ní adèsọ̀ kì í pàtẹ.,A person who has no one to watch a stall should not display his or her wares there.,"If one lacks helpers, one should be judicious in the extent of one’s undertakings.",part4.docx,,
YOR2050,"Ẹni tí kò ní ""Ẹ bá mi pè é!"" kì í dákú.","A person who does not have ""Help me revive him!"" does not faint.","If one does not have a champion, one should stay out of trouble.",part4.docx,,
YOR2051,Ẹni tó fi ilé sílẹ̀-ẹ́ sọ àpò ìyà kọ́; ẹni tí ó sọ ọkọ́ nù-ú kọ́ àpò ebi.,Whoever moves away from home drapes the satchel of suffering on his or her shoulder; whoever loses a hoe drapes the satchel of hunger.,To move from one’s home is to expose oneself to hardship; to lose the means of making a living is to expose oneself to hunger.,part4.docx,,
YOR2052,"Fóró-fóró imú ìyàwó, ó sàn ju yàrá òfìfo lọ.",A bride with a gaping nose is better than an empty bedroom.,To have something blemished is much better than to have nothing at all.,part4.docx,,
YOR2053,"Ìhín ilé, ọ̀hún ilé; òjò kì í rọ̀ kó pa ọmọ adìẹ.","Here a home, there a home; the rain does not fall and drench a chick.",One should not submit to suffering when relief is everywhere around.,part4.docx,,
YOR2054,Ikú tí kò níí pani ní ńgbé aláwo rere koni.,It is the death that has no intention of killing one that brings an expert diviner man one’s way.,One should be grateful if one has people to warn one about impending dangers.,part4.docx,,
YOR2055,"Ìlẹ̀kùn tí kò ní alùgbàgbà, kó jókòó ẹ̀ jẹ́jẹ́; ẹni tí ò ní baba kì í jìjà ẹ̀bi.",A door without a knocker should keep its peace; a fatherless child does not fight an unjust fight.,People who have no strong backing should not court trouble.,part4.docx,,
YOR2056,"Ìràwọ̀ sán sán sán, a-lọ́mọ lẹ́hìn-bí òṣùpá.","Brilliantly twinkling star, with a multitude of followers like the moon.",Comment on an illustrious person who has a huge following.,part4.docx,,
YOR2057,Ìyàwó dùn lọ́sìngín.,Marriage is pleasant when it is new.,No pleasure compares to that of a honeymoon.,part4.docx,,
YOR2058,Jọ̀jọ̀ àgbò ní ḿmú àgbò níyì; ọlá-a baba ní ḿmú ọmọ yan.,It is the ram’s dewlap that lends it dignity; it is the father’s greatness that gives the son reason to strut.,One who has good grounds for doing so may walk proudly.,part4.docx,,
YOR2059,"Ká jà ká re Ọ̀yọ́, ká mọ ẹni tó lọba.","Let us quarrel and go to Ọ̀yọ́, and we will see on whose side the king is.",Boast that one would have the powers-that-be on one’s side in any quarrel.,part4.docx,,
YOR2060,"Ká ríni lókèèrè ká ṣàríyá, ó yóni ó ju oúnjẹ lọ.",To see one from afar and greet one cheer fully satisfies far better than food ever could.,Fellowship is far better than material gifts.,part4.docx,,
YOR2061,Ká ṣíni létí ò jẹ́ kágbà ó ṣìṣe láàrin ilé.,Being quietly advised keeps an elder from committing a blunder within his household.,Even elders will do well to heed advice.,part4.docx,,
YOR2062,"Kàkà kí gbajúmọ̀ ó jẹ ọ̀pọ̀lọ́, ẹni tí yó pa kọ̀ǹkọ̀ fun yó jàáde.","Rather than the popular person finding himself reduced to eating a toad, someone will emerge to kill a frog for him.",The well regarded person will always have people to come to his or her aid in times of need.,part4.docx,,
YOR2063,Kò sí ohun tó dàbí-i ká wáni wálé.,There is nothing that compares with being visited at home.,It is a great honor to be visited in one’s home.,part4.docx,,
YOR2064,Lára èèyàn lowó wà.,Riches are inseparable from people.,Whoever has people around him is rich indeed.,part4.docx,,
YOR2065,"Orí olókìkí ò jẹ́ asán; wọ́n ńkígbe ẹ̀ nílé, wọ́n ńkígbe ẹ̀ lógun.","The lot of a valorous person is not simple; he is called upon at home, and he is called upon in battle.",A great person is subject to demands from all sides.,part4.docx,,
YOR2066,Oṣùpá gbókè mỌ̀yọ́; ọbá gbélé mọ ará oko.,The moon remains on the firmament and knows all about Ọ̀yọ́; the king remains at home but knows all about the farm dweller.,An influential person does not have to be present at a place to know what goes on there.,part4.docx,,
YOR2067,Owó fífún ò tó èèyàn.,A gift of money is not equal in value to a [gift of a] person.,Human presence or company is worth more than money.,part4.docx,,
YOR2068,Owó kan ò ró ṣẹkẹ; èèyàn mẹ́ta ò dúró ní méjì méjì,A solitary coin does not clink; three people cannot stand in twos.,One cannot make sufficiency out of deficiency.,part4.docx,,
YOR2069,"Ọlọ́rọ̀-ọ́ kú, ẹ̀hìn-in rẹ̀-ẹ́ kún.",The wealthy person dies and his wake is congested.,A wealthy person has many mourners.,part4.docx,,
YOR2070,Wèrèpè-é gba ara ẹ̀ gba igi oko.,The cow-itch protects itself and protects other trees in the forest.,Closeness to a powerful person is good protection.,part4.docx,,
YOR2071,A kì í ba Ọlọ́run ṣòwò ká pàdánù.,One does not trade with God and come up a loser.,Any venture that takes God into account will surely prosper.,part4.docx,,
YOR2072,"A kọ́lé bíríkótó, a ní kí òrìṣà gbà á; bí kò bá gbà á, kó lọ sígbẹ̀ẹ́ kó lọ ṣá ẹkẹ́, kó lọ sọ́dàn lọ họ okùn, kó mọ bí agara-á ti ńdáni.","We build a modest shrine and implore the god to accept it; if he does not accept it, let him go into the forest to cut stakes, let him go into the grassland for vines, so that he might appreciate the pains we have taken.","A god must not be too demanding of his worshipers, for if pushed too far they will rebel.",part4.docx,,
YOR2073,Àtidádé Olókun ò ṣẹ̀hìn òkun; àtidádé Ọlọ́sà ò ṣẹ̀hìn ọ̀sà; àti dádée kìnnìún ò ṣẹ̀hìn Olúigbó.,"The crowning of the Olókun, goddess of the sea, will not be in the absence of the sea; the crowning of the Ọlọ́sà, goddess of the lagoon, will not be in the absence of the lagoon; the crowning of the lion will not be in the absence of the deity of the forests.",Nothing can be accomplished without God’s help.,part4.docx,,
YOR2075,Ayé ó fẹ́ kà rẹrù ká sọ̀; orí ẹni ní ńsọni.,The world would not wish to see one set down one’s heavy burden; only one’s head relieves one of the burden.,One cannot count on the good will of the world; one can count only on one’s protective spirit.,part4.docx,,
YOR2076,"Bí alàgbà-á bá júbà fÓlúwa, Ọ̀nà á là.","If the elder pays homage to God, the path opens.","Nothing is possible without God, and nothing is impossible with God.",part4.docx,,
YOR2077,Eégún ṣé-é jó; òòṣà-á ṣé-é jó; ti Olódùmarè-é yàtọ̀.,"A masquerader can be set alight; a god [or idol] can be set alight; God, though, is a different matter.",Only God is beyond peril at the hands of humans.,part4.docx,,
YOR2078,Igba ẹkẹ́ ní ńfọwọ́ tilé; igba alámù ní ńfọwọ́ ti ògiri; Olú-fọwọ́-tì ni Ṣàngó; gbogbo ayé ní ńfọwọ́ ti ọba.,Two hundred poles hold up a house; two hundred lizards support a wall with their hands; Chief-lends-support is Ṣango’s name; the whole world lends support to the king.,Used in the context of prayer or incantation to invoke the support of the powers that control the universe.,part4.docx,,
